path	line	end	name	body_sha256
src/SOURCE/SPELLAI.cpp	25	25	COMBAT_SPELL_AI_MIRROR_POWER_ONE_MODIFIER	8562fc6d6b93aa1936f7a219b979f967184f77e106d9712e3f3ab114e0696774
src/SOURCE/SPELLAI.cpp	26	26	COMBAT_SPELL_AI_MIRROR_POWER_TWO_MODIFIER	6be45225707a354d228597a9f73bdf42f6b54ac57e4e8b85e6c403dc017ad5af
src/SOURCE/SPELLAI.cpp	27	27	COMBAT_SPELL_AI_MIRROR_DEFAULT_MODIFIER	de8bb8bba2a3a31954eda95cc3f0ba699b307244199e2d38c0009ca58e4ffe16
src/SOURCE/SPELLAI.cpp	28	28	COMBAT_SPELL_AI_MIRROR_SHOOTER_MODIFIER	5f6ca02b65e44f8f0abb89d6abf8d22f3b5170bde8e512dfed0ea8c744add750
src/SOURCE/SPELLAI.cpp	29	29	COMBAT_SPELL_AI_TURN_CAP	9fc5826d985739d78bc15816a744536e1350ec81fd81b508e7057810bacc9163
src/SOURCE/SPELLAI.cpp	30	30	COMBAT_SPELL_AI_TURN_DIVISOR	3e82cdff6a8605166c6831f8dac4c5c7e95aecad45e403ac8537b0029750b1eb
src/SOURCE/SPELLAI.cpp	31	31	COMBAT_SPELL_AI_ZERO_EFFECT	e331603dbd48c69b1f8f25c325ab16e49f11a8ed5987079b23fed34fe112e1c4
src/SOURCE/SPELLAI.cpp	32	32	COMBAT_SPELL_AI_AVERAGE_DAMAGE_MODIFIER	23917a77d5e9ca4207572c1f654c735c76c657c0b09e983941576d8c87ab7aba
src/SOURCE/SPELLAI.cpp	33	33	COMBAT_SPELL_AI_BLESS_CURSE_MODIFIER	e282cab81eca4974ab0a5a90f5d894f3fe2bb7a4b193d1a111bf80342e5f26df
src/SOURCE/SPELLAI.cpp	34	34	COMBAT_SPELL_AI_SIEGE_SHIELD_BONUS	c6ab40db69e17cfb9eafefa3c9055a8bda9c52d94b44131c78d8955fe413d87d
src/SOURCE/SPELLAI.cpp	35	35	COMBAT_SPELL_AI_CURE_VALUE_MODIFIER	abb1d8de03efcd991c2b3dbf1f0e9b7b4a7ffe3de0e861d6839376165744c481
src/SOURCE/SPELLAI.cpp	36	36	COMBAT_SPELL_AI_RESURRECT_VALUE_MODIFIER	c70f6e9b7590dd534f5e08c826c0a14a17437c0de17dbaff23142e47e10efcfa
src/SOURCE/SPELLAI.cpp	37	37	COMBAT_SPELL_AI_PARTIAL_DAMAGE_MODIFIER	90e3e99f3d17440945a13ec3f97f2ab25d34310d9546c01385ab736a31fb8ed0
src/SOURCE/SPELLAI.cpp	38	38	COMBAT_SPELL_AI_DISRUPTING_RAY_MODIFIER	68804cd6a3c3ff2577cc2b751e3cf7409f1b83a6fd49de1469c963be2ee7969b
src/SOURCE/SPELLAI.cpp	39	39	COMBAT_SPELL_AI_CASTLE_EFFECT_MODIFIER	53e4ecceefa6e9fd4eec40341939c56d76e7e5264b96f7c929fe7fefd1ab7d6f
src/SOURCE/SPELLS.cpp	30	30	RIPPLE_MODE_ZERO_AMPLITUDE_BASE	b5413754321524d7cbd617792f4fc4ab1477b3f110e0ddad1ed17bd91d4b634f
src/SOURCE/SPELLS.cpp	31	31	RIPPLE_MODE_ZERO_AMPLITUDE_STEP	e2512a6eb0e1189af780bc52a0def19250a064fab5c9445b9321ff4c73e409b5
src/SOURCE/SPELLS.cpp	32	32	RIPPLE_OTHER_AMPLITUDE_BASE	9d2065ab34b829aef765fa320f1aeda2c80cfd0a7169f4130ec8a09df17a764d
src/SOURCE/SPELLS.cpp	33	33	RIPPLE_OTHER_AMPLITUDE_STEP	6130084315a381806a693b0f6b333b5bd89b732a7bd5e0daa9d102548456c762
src/SOURCE/SPELLS.cpp	34	34	SPELL_VANISH_END_DELAY	2614b0142888a6036a1f5cfba2887b17785ef708e86342599251995a8ce81ce0
src/SOURCE/SPELLS.cpp	35	35	CHAIN_LIGHTNING_FRAME_DELAY	afc48f9f41251a440e0421ca64e3d5e2c67d62b20a81ddf3f2d0df4f51690dee
src/SOURCE/SPELLS.cpp	36	36	MIRROR_SLIDE_FRAME_DELAY	491a98a2c3e13aa1cc46247d13c8c80b72578fb10eb55077f784149889c47908
src/SOURCE/SPELLS.cpp	37	37	BLAST_FRAME_DELAY	a9b1b85fadcafab7803b4792b812903c25125436b4d8ee57a4726d634640270d
src/SOURCE/SPELLS.cpp	38	38	SPELL_COLD_RAY_DELAY	66cf1b7a583496f573931d25aad6b63972c545d217410d3ecc0ad73d3ff705be
src/SOURCE/SPELLS.cpp	39	39	SPELL_MAGIC_ARROW_DELAY	610bff3a35892d89250e37cb41354c480035e4f415c14d1bc1b585f2633ddca0
src/SOURCE/SPELLS.cpp	40	40	SPELL_AREA_ANIMATION_DELAY	899be32ee87b08647d293ff44feb1f14c75793ee84e4ca268f605a7a125dfae3
src/SOURCE/SPELLS.cpp	41	41	SPELL_METEOR_ANIMATION_DELAY	7cc764e4913044475640c5c8e93760b130214119e6913da90fe57029842ca0ba
src/SOURCE/SPELLS.cpp	42	42	SPELL_ARMAGEDDON_PALETTE_DELAY	3a621853fa2cb3f758a995a7a703ff208dc83834b543539ef9742f9e630cf995
src/SOURCE/SPELLS.cpp	43	43	SPELL_ARMAGEDDON_SHAKE_DELAY	b261faf063f5cb5b0f8473bb9fe9856e1dcdee461efc4defac37d80f9e8af5f0
src/SOURCE/SPELLS.cpp	44	44	SPELL_ARMAGEDDON_SHAKE_SCALE	59f5df505dbd724b4b85b14475f12c6882fa55c3c127d0714363b28f8165e90a
src/SOURCE/SPELLS.cpp	45	45	SPELL_ARTIFACT_DAMAGE_BONUS	fd9438d24681d9980ca72abfbbdf60c21e2affad21e9eaa5f05f5e96818a177f
src/SOURCE/SPELLS.cpp	46	46	SPELL_ARTIFACT_DAMAGE_REDUCTION	e8664999bbe584e4b634eed9d979b8c9d29723de18e2d2d1f57125780bccdf6e
src/SOURCE/SPELLS.cpp	47	47	BOLT_INITIAL_ANGLE_BIAS	f16700e99db0cad4822f1b9cd5ddb25bfcd6b8cb1fba309eca2817965732dcbf
src/SOURCE/SPELLS.cpp	48	48	BOLT_INITIAL_ANGLE_DIVISOR	c67a7d627ac9b404d0589a8c67f29f9b375e1fb5934000bbd8230fab19d5cf2f
src/SOURCE/SPELLS.cpp	49	49	BOLT_RANDOM_ANGLE_BIAS	33d895e6d4b1c5edb3dd4eda80d12772fe6b576fc1b2c2edc204044a9d58a0e7
src/SOURCE/SPELLS.cpp	50	50	BOLT_RANDOM_ANGLE_DIVISOR	bc34f5001d21f626f74fabbfd47e318c5b33d79d106cdd3407ff499bad3e2075
src/SOURCE/SPELLS.cpp	51	51	BOLT_ANGLE_DISTANCE_FACTOR	41cdfe5bb7b634e5148a24315a327ea50b8e4be21b2c8dc14a6b2a4927f5133e
src/SOURCE/SPELLS.cpp	52	52	BOLT_BRANCH_COOLDOWN_FACTOR	50d6268f4ee99203b57f8220c2fdb891e380a3bf8225d24901ab6192b714cadb
src/SOURCE/SPELLS.cpp	53	53	BOLT_CHILD_ANGLE_SCALE	5cb36b2a808879bf7367b741cb657584ac715c1ceeeb9edb79bd2499cf1e0ffe
src/SOURCE/SPELLS.cpp	54	54	BOLT_CHILD_ANGLE_OFFSET	4d2585e5f576bf0fd2d6c4df5771d8cc11e5eeba363dc9a322b2a8a40b83d5db
src/SOURCE/SPELLS.cpp	55	55	BOLT_CHILD_MIN_ANGLE_OFFSET	0ad8d33c338ffca74ef5f5f9cac8875ef5fecd70324ca9db5fde8caa2464ffd1
src/SOURCE/SPELLS.cpp	159	159	RIPPLE_WAVE_CENTER	e13da6008d9e7902e7fbd1da3b4c867c6bfe19d5755ca6e9d357d69956297d33
src/SOURCE/SPELLS.cpp	160	160	RIPPLE_WAVE_RANGE	fc5333fa8652ed966ab79b2d249d6b58a63dfd1b60fe1461dad9570c3aec7508
src/SOURCE/dpnetwin.cpp	17	17	RETAIL_FILE	9ee97c0dfa0d213e6000aa83c2bcf74a21e63848da49b36c7739ca25c9a7b0b8
src/SOURCE/netwin.cpp	2	2	NCB_INCLUDED	720511c27596a4a5a294b0020d7fba3a7a9868428ba6232367df124caef868df
src/SOURCE/netwin.cpp	13	13	RETAIL_FILE	bf2d42c0be14448fe138c8fd665cfa3b508bef4325f1faf3faa5b8283f3a287e
src/SOURCE/netwin.cpp	50	50	gNbFreeQueue	78d283697ab16bf4d245118d6b42226a57e0b16cbb6c998ea65ea9fcac823b04
src/SOURCE/netwin.cpp	51	51	gNbSessLsn	bb90edeb50fa6b2affee86ab5ce5a076fa2bcb8d34ef507b56761181e1b9df23
src/SOURCE/netwin.cpp	52	52	gNbRcvData	1e17f464762089f5d085736b54b7aa72e06d085db3b64c93f4650eede021dc87
src/SOURCE/netwin.cpp	53	53	gNbNameBuf	a33f035b11810925499eb0730e91d6aea241f060f5ee7dfa012a647f0f0e6bb9
src/SOURCE/netwin.cpp	54	54	gNbSessBuf	e6eb4497cc3dd3a4eebd0fb60b0cc81b2cc239990e2e0b770b78608b606a0527
src/SOURCE/netwin.cpp	55	55	gNbSessNcb	69afb72a7f70208844956fd86c330b0f25b0914ee6d51ee2b58acb1dca0f8f25
src/SOURCE/netwin.cpp	56	56	gNbCtlNcb	b4f1bf8dbc5df887d337acae72e80307c4ec36c493d0a80978356e7d5fecfe5a
src/SOURCE/netwin.cpp	57	57	gNbRcvQueue	5d565f3d062b4f78c3f7da95c491549b4c61d3f318c384940d3e6eef4d4aa89d
src/SOURCE/netwin.cpp	58	58	gNbSndQueue	0ebae9037d729924cf4d7d9e9df67b3e023fa37ae57b9d8408b66126efe5e8a1
src/SOURCE/netwin.cpp	59	59	gNbRcvLock	94a5555fef3e4fe7f8af749f36fd1455d8be07c341864a9f5d0b26d6dec1174e
src/SOURCE/netwin.cpp	60	60	gNbEvents	f00eeab2aa2a611eff709b9ba16e8d2ea26f01a65699ba5d538c7b360bd17d34
src/SOURCE/netwin.cpp	61	61	gNbSndLock	c22165db3e681b8e4129922c5872f4b445fd6922b2315250a4a2e35f1d1bc769
src/SOURCE/wingraph.cpp	14	14	RETAIL_FILE	24613e0de90ed68deb8a974e97b655881be88b74b9a9f4b85ad44a59d75335bf
