domain	owner	storage	start	size	kind	identity	provenance
tu-data	SOURCE/GAME	rdata	0xeb718	0x8	constant	$T44137	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb720	0x8	constant	$T44138	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb728	0x8	constant	$T44139	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb730	0x8	constant	$T44197	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb738	0x8	constant	$T44198	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb740	0x8	constant	$T44199	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb748	0x8	constant	$T44283	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb750	0x8	constant	$T44284	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb758	0x8	constant	$T44285	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb760	0x8	constant	$T44286	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb768	0x8	constant	$T44287	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb770	0x8	constant	$T44288	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb778	0x8	constant	$T44289	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb780	0x8	constant	$T44290	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb788	0x8	constant	$T44292	candidate-coff-section-translation
tu-data	SOURCE/GAME	rdata	0xeb790	0x8	constant	$T44293	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb798	0x4	constant	_COMBAT_SPELL_AI_BLIND_MODIFIER$S3644	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb79c	0x4	constant	_COMBAT_SPELL_AI_BERSERK_MODIFIER$S3645	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7a0	0x4	constant	_COMBAT_SPELL_AI_PARALYZE_MODIFIER$S3646	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7a4	0x4	constant	_COMBAT_SPELL_AI_HYPNOTIZE_MODIFIER$S3647	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7a8	0x4	constant	_COMBAT_SPELL_AI_PETRIFIED_MODIFIER$S3648	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7ac	0x4	constant	_COMBAT_SPELL_AI_BLOODLUST_MODIFIER$S3649	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7b0	0x4	constant	_COMBAT_SPELL_AI_STONE_SKIN_MODIFIER$S3650	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7b4	0x4	constant	_COMBAT_SPELL_AI_DRAGON_SLAYER_MODIFIER$S3651	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7b8	0x4	constant	_COMBAT_SPELL_AI_ANTI_MAGIC_MODIFIER$S3652	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7bc	0x4	constant	_COMBAT_SPELL_AI_STEEL_SKIN_MODIFIER$S3653	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7c0	0x4	constant	_COMBAT_SPELL_AI_SHIELD_MODIFIER$S3654	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7c4	0x4	constant	_COMBAT_SPELL_AI_FULL_EFFECT_MODIFIER$S3655	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7c8	0x8	constant	$T4761	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7d0	0x8	constant	$T4765	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7d8	0x8	constant	$T4772	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7e0	0x4	constant	$T4779	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7e4	0x4	constant	$T4780	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7e8	0x8	constant	$T4781	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7f0	0x8	constant	$T4782	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb7f8	0x8	constant	$T4785	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb800	0x4	constant	$T4786	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb804	0x4	constant	$T4787	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb808	0x8	constant	$T4788	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb810	0x8	constant	$T4789	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb818	0x8	constant	$T4804	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb820	0x8	constant	$T4811	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb828	0x8	constant	$T4820	candidate-coff-section-translation
tu-data	SOURCE/SPELLAI	rdata	0xeb830	0x8	constant	$T4821	candidate-coff-section-translation
tu-data	SOURCE/HISCORE	rdata	0xeb838	0xc	allocation	??_7highScoreManager@@6B@	candidate-coff-section-translation
tu-data	SOURCE/HISCORE	rdata	0xeb844	0x4	padding	__homm2_pad_SOURCE_HISCORE_rdata_000eb844	explicit-retail-zero-padding
tu-data	SOURCE/RECRUIT	rdata	0xeb848	0xc	allocation	??_7recruitUnit@@6B@	candidate-coff-section-translation
tu-data	SOURCE/RECRUIT	rdata	0xeb854	0x4	padding	__homm2_pad_SOURCE_RECRUIT_rdata_000eb854	explicit-retail-zero-padding
tu-data	SOURCE/ARMYGRP	rdata	0xeb858	0x8	constant	$T2430	candidate-coff-section-translation
tu-data	SOURCE/ARMYGRP	rdata	0xeb860	0x8	constant	$T2432	candidate-coff-section-translation
tu-data	SOURCE/ARMYGRP	rdata	0xeb868	0x8	constant	$T2433	candidate-coff-section-translation
tu-data	SOURCE/REQUEST	rdata	0xeb870	0x4	constant	$T34168	candidate-coff-section-translation
tu-data	SOURCE/REQUEST	rdata	0xeb874	0x4	constant	$T34169	candidate-coff-section-translation
tu-data	SOURCE/REQUEST	rdata	0xeb878	0x4	constant	$T34170	candidate-coff-section-translation
tu-data	SOURCE/REQUEST	rdata	0xeb87c	0x4	constant	$T34193	candidate-coff-section-translation
tu-data	SOURCE/REQUEST	rdata	0xeb880	0x4	constant	$T34208	candidate-coff-section-translation
tu-data	SOURCE/REQUEST	rdata	0xeb884	0x4	padding	__homm2_pad_SOURCE_REQUEST_rdata_000eb884	explicit-retail-zero-padding
tu-data	SOURCE/REQUEST	rdata	0xeb888	0xc	allocation	??_7fileRequester@@6B@	candidate-coff-section-translation
tu-data	SOURCE/REQUEST	rdata	0xeb894	0x4	padding	__homm2_pad_SOURCE_REQUEST_rdata_000eb894	explicit-retail-zero-padding
tu-data	SOURCE/CMBTMGR	rdata	0xeb898	0xc	allocation	??_7combatManager@@6B@	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8a4	0x4	padding	__homm2_pad_SOURCE_CMBTMGR_rdata_000eb8a4	explicit-retail-zero-padding
tu-data	SOURCE/CMBTMGR	rdata	0xeb8a8	0x8	constant	$T37497	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8b0	0x8	constant	$T37498	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8b8	0x8	constant	$T37499	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8c0	0x4	constant	$T37500	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8c4	0x4	constant	$T37501	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8c8	0x4	constant	$T37503	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8cc	0x4	constant	$T37519	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8d0	0x4	constant	$T37520	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8d4	0x4	constant	$T37521	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8d8	0x4	constant	$T37522	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8dc	0x4	constant	$T37523	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8e0	0x4	constant	$T37524	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8e4	0x4	constant	$T37525	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8e8	0x4	constant	$T37526	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8ec	0x4	constant	$T37527	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8f0	0x4	constant	$T37528	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8f4	0x4	constant	$T37531	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb8f8	0x8	constant	$T37548	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb900	0x8	constant	$T37549	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb908	0x4	constant	$T37550	candidate-coff-section-translation
tu-data	SOURCE/CMBTMGR	rdata	0xeb90c	0x4	constant	$T37551	candidate-coff-section-translation
tu-data	SOURCE/FLY	rdata	0xeb910	0x8	constant	$T35151	candidate-coff-section-translation
tu-data	SOURCE/EVENTS	rdata	0xeb918	0x8	constant	$T40367	candidate-coff-section-translation
tu-data	SOURCE/EVENTS	rdata	0xeb920	0x8	constant	$T40396	candidate-coff-section-translation
tu-data	SOURCE/EVENTS	rdata	0xeb928	0x8	constant	$T40438	candidate-coff-section-translation
tu-data	SOURCE/EVENTS	rdata	0xeb930	0x8	constant	$T40444	candidate-coff-section-translation
tu-data	SOURCE/EVENTS	rdata	0xeb938	0x8	constant	$T40445	candidate-coff-section-translation
tu-data	SOURCE/EVENTS	rdata	0xeb940	0x8	constant	$T40450	candidate-coff-section-translation
tu-data	SOURCE/EVENTS	rdata	0xeb948	0x8	constant	$T40451	candidate-coff-section-translation
tu-data	SOURCE/tradpost	rdata	0xeb950	0x8	constant	$T33103	candidate-coff-section-translation
tu-data	SOURCE/tradpost	rdata	0xeb958	0x8	constant	$T33104	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb960	0x8	constant	$T6632	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb968	0x8	constant	$T6634	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb970	0x8	constant	$T6635	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb978	0x8	constant	$T6636	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb980	0x8	constant	$T6637	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb988	0x8	constant	$T6638	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb990	0x8	constant	$T6639	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb998	0x8	constant	$T6640	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9a0	0x8	constant	$T6641	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9a8	0x8	constant	$T6642	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9b0	0x8	constant	$T6643	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9b8	0x8	constant	$T6644	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9c0	0x8	constant	$T6650	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9c8	0x8	constant	$T6651	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9d0	0x8	constant	$T6652	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9d8	0x4	constant	$T6653	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9dc	0x4	constant	$T6657	candidate-coff-section-translation
tu-data	SOURCE/AI	rdata	0xeb9e0	0x4	constant	$T6658	candidate-coff-section-translation
tu-data	BASE/FONT	rdata	0xeb9e4	0x4	allocation	??_7font@@6B@	candidate-coff-section-translation
tu-data	BASE/ICON	rdata	0xeb9e8	0x4	allocation	??_7icon@@6B@	candidate-coff-section-translation
tu-data	BASE/ICON	rdata	0xeb9ec	0x4	padding	__homm2_pad_BASE_ICON_rdata_000eb9ec	explicit-retail-zero-padding
tu-data	BASE/RESMGR	rdata	0xeb9f0	0xc	allocation	??_7resourceManager@@6B@	candidate-coff-section-translation
tu-data	BASE/RESMGR	rdata	0xeb9fc	0x4	padding	__homm2_pad_BASE_RESMGR_rdata_000eb9fc	explicit-retail-zero-padding
tu-data	BASE/MOUSEMGR	rdata	0xeba00	0xc	allocation	??_7mouseManager@@6B@	candidate-coff-section-translation
tu-data	BASE/MOUSEMGR	rdata	0xeba0c	0x4	padding	__homm2_pad_BASE_MOUSEMGR_rdata_000eba0c	explicit-retail-zero-padding
tu-data	BASE/WINMGR	rdata	0xeba10	0xc	allocation	??_7heroWindowManager@@6B@	candidate-coff-section-translation
tu-data	BASE/WINMGR	rdata	0xeba1c	0x4	padding	__homm2_pad_BASE_WINMGR_rdata_000eba1c	explicit-retail-zero-padding
tu-data	BASE/soundmgr	rdata	0xeba20	0xc	allocation	??_7soundManager@@6B@	candidate-coff-section-translation
tu-data	BASE/soundmgr	rdata	0xeba2c	0x4	padding	__homm2_pad_BASE_soundmgr_rdata_000eba2c	explicit-retail-zero-padding
tu-data	BASE/INPUTMGR	rdata	0xeba30	0xc	allocation	??_7inputManager@@6B@	candidate-coff-section-translation
tu-data	BASE/BITMAP	rdata	0xeba3c	0x4	allocation	??_7bitmap@@6B@	candidate-coff-section-translation
tu-data	BASE/ICONWDGT	rdata	0xeba40	0xc	allocation	??_7iconWidget@@6B@	candidate-coff-section-translation
tu-data	BASE/ICONWDGT	rdata	0xeba4c	0x4	padding	__homm2_pad_BASE_ICONWDGT_rdata_000eba4c	explicit-retail-zero-padding
tu-data	BASE/TEXTWDGT	rdata	0xeba50	0xc	allocation	??_7textWidget@@6B@	candidate-coff-section-translation
tu-data	BASE/TEXTWDGT	rdata	0xeba5c	0x4	padding	__homm2_pad_BASE_TEXTWDGT_rdata_000eba5c	explicit-retail-zero-padding
tu-data	BASE/BORDER	rdata	0xeba60	0xc	allocation	??_7border@@6B@	candidate-coff-section-translation
tu-data	BASE/BORDER	rdata	0xeba6c	0x4	padding	__homm2_pad_BASE_BORDER_rdata_000eba6c	explicit-retail-zero-padding
tu-data	BASE/BASEMGR	rdata	0xeba70	0xc	allocation	??_7baseManager@@6B@	candidate-coff-section-translation
tu-data	BASE/PALETTE	rdata	0xeba7c	0x4	allocation	??_7palette@@6B@	candidate-coff-section-translation
tu-data	BASE/Ripple	rdata	0xeba80	0x4	constant	$T32154	candidate-coff-section-translation
tu-data	BASE/Blur	rdata	0xeba84	0x4	constant	$T32365	candidate-coff-section-translation
tu-data	BASE/Bzip	rdata	0xeba88	0x8	constant	$T4296	candidate-coff-section-translation
tu-data	BASE/Bzip	rdata	0xeba90	0x8	constant	$T4297	candidate-coff-section-translation
tu-data	BASE/Bzip	rdata	0xeba98	0x8	constant	$T4298	candidate-coff-section-translation
tu-data	BASE/Textntry	rdata	0xebaa0	0xc	allocation	??_7textEntryWidget@@6B@	candidate-coff-section-translation
tu-data	BASE/RESOURCE	rdata	0xebaac	0x4	allocation	??_7resource@@6B@	candidate-coff-section-translation
tu-data	BASE/TILESET	rdata	0xebab0	0x4	allocation	??_7tileset@@6B@	candidate-coff-section-translation
tu-data	BASE/SAMPLE	rdata	0xebab4	0x4	allocation	??_7sample@@6B@	candidate-coff-section-translation
tu-data	BASE/SAMPLE	rdata	0xebab8	0x4	allocation	??_7MIDIWrap@@6B@	candidate-coff-section-translation
tu-data	BASE/SAMPLE	rdata	0xebabc	0x4	padding	__homm2_pad_BASE_SAMPLE_rdata_000ebabc	explicit-retail-zero-padding
tu-data	BASE/listbox	rdata	0xebac0	0xc	allocation	??_7listBoxWidget@@6B@	candidate-coff-section-translation
tu-data	BASE/listbox	rdata	0xebacc	0x4	padding	__homm2_pad_BASE_listbox_rdata_000ebacc	explicit-retail-zero-padding
tu-data	BASE/droplist	rdata	0xebad0	0xc	allocation	??_7dropListWidget@@6B@	candidate-coff-section-translation
tu-data	BASE/droplist	rdata	0xebadc	0x4	padding	__homm2_pad_BASE_droplist_rdata_000ebadc	explicit-retail-zero-padding
tu-data	BASE/DIMMER	rdata	0xebae0	0xc	allocation	??_7dimmerWidget@@6B@	candidate-coff-section-translation
tu-data	BASE/DIMMER	rdata	0xebaec	0x4	padding	__homm2_pad_BASE_DIMMER_rdata_000ebaec	explicit-retail-zero-padding
tu-data	BASE/BUTTON	rdata	0xebaf0	0xc	allocation	??_7button@@6B@	candidate-coff-section-translation
tu-data	BASE/BUTTON	rdata	0xebafc	0x4	padding	__homm2_pad_BASE_BUTTON_rdata_000ebafc	explicit-retail-zero-padding
tu-data	BASE/WIDGET	rdata	0xebb00	0xc	allocation	??_7widget@@6B@	candidate-coff-section-translation
tu-data	BASE/WIDGET	rdata	0xebb0c	0x4	padding	__homm2_pad_BASE_WIDGET_rdata_000ebb0c	explicit-retail-zero-padding
tu-data	SOURCE/PHILAI	data	0xec004	0x4	unresolved	-	candidate-topology-open
tu-data	SOURCE/X_GLOBAL	data	0xec008	0x4	unresolved	-	candidate-topology-open
tu-data	SOURCE/SMACKMGR	data	0xec040	0x11ec	unresolved	-	candidate-topology-open
tu-data	SOURCE/DRAWING	data	0xed22c	0x80	unresolved	-	candidate-topology-open
tu-data	SOURCE/Wsnetwin	data	0xed2ac	0x73c	unresolved	-	candidate-topology-open
tu-data	SOURCE/Overview	data	0xed9e8	0x40c	unresolved	-	candidate-topology-open
tu-data	SOURCE/VIEW	data	0xeddf4	0x4	allocation	?iViewGeneralWhichSide@@3HA	candidate-coff-section-translation
tu-data	SOURCE/VIEW	data	0xeddf8	0xc	literal	$SG5091	candidate-coff-section-translation
tu-data	SOURCE/VIEW	data	0xede04	0x10	literal	$SG5093	candidate-coff-section-translation
tu-data	SOURCE/VIEW	data	0xede14	0x8	literal	$SG5098	candidate-coff-section-translation
tu-data	SOURCE/VIEW	data	0xede1c	0xc	literal	$SG5100	candidate-coff-section-translation
tu-data	SOURCE/VIEW	data	0xede28	0x28	literal	$SG5101	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede50	0x4	allocation	?iBaudBits@@3HA	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede54	0x4	allocation	?inescape@@3HA	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede58	0x4	allocation	?newpacket@@3HA	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede5c	0x4	allocation	?packetlen@@3HA	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede60	0x4	literal	$SG32461	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede64	0x4	literal	$SG32463	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede68	0x4	literal	$SG32470	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede6c	0x4	literal	$SG32471	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede70	0x4	literal	$SG32472	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede74	0x4	literal	$SG32483	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xede78	0x58	literal	$SG32484	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xeded0	0x4	literal	$SG32486	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xeded4	0x8	literal	$SG32491	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xededc	0xc	literal	$SG32492	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedee8	0x8	literal	$SG32493	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedef0	0xc	literal	$SG32494	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedefc	0x8	literal	$SG32495	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf04	0x8	literal	$SG32496	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf0c	0x8	literal	$SG32499	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf14	0x14	literal	$SG32500	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf28	0x4	literal	$SG32501	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf2c	0x18	literal	$SG32502	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf44	0x8	literal	$SG32503	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf4c	0x1c	literal	$SG32504	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf68	0x4	literal	$SG32515	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf6c	0x4	literal	$SG32524	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf70	0x8	literal	$SG32561	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf78	0x4	literal	$SG32568	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedf7c	0x30	literal	$SG32570	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedfac	0x8	literal	$SG32572	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedfb4	0x8	literal	$SG32585	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedfbc	0x4	literal	$SG32590	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedfc0	0x30	literal	$SG32592	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedff0	0x8	literal	$SG32594	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xedff8	0xc	literal	$SG32602	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xee004	0xc	literal	$SG32616	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xee010	0x9	literal	$SG32623	candidate-coff-section-translation
tu-data	SOURCE/Modem	data	0xee019	0x7	padding	__homm2_pad_SOURCE_Modem_data_000ee019	explicit-retail-zero-padding
tu-data	SOURCE/CURSOR	data	0xee020	0x4	allocation	?bMoveSoundMade@@3HA	candidate-coff-reloc-bijection
tu-data	SOURCE/CURSOR	data	0xee024	0x4	padding	__homm2_pad_SOURCE_CURSOR_data_000ee024	explicit-retail-zero-padding
tu-data	SOURCE/CURSOR	data	0xee028	0x18	allocation	?giPixelsPerStep@@3PAHA	candidate-coff-reloc-bijection
tu-data	SOURCE/CURSOR	data	0xee040	0x14	allocation	?giStepDelay@@3PAHA	candidate-coff-reloc-bijection
tu-data	SOURCE/CURSOR	data	0xee054	0x4	allocation	?hOldWalkSample@@3PAU_SAMPLE@@A	candidate-coff-reloc-bijection
tu-data	SOURCE/CURSOR	data	0xee058	0x4	allocation	?hNewWalkSample@@3PAU_SAMPLE@@A	candidate-coff-reloc-bijection
