domain	owner	storage	start	size	kind	identity	provenance
text	-	text	0xdfd4b	0x5	padding	-	retail-padding-bytes
text	crt0dat	text	0xdfd50	0xb	function	__unlockexit	retained-or-recovered-procedure
text	-	text	0xdfd5b	0x5	padding	-	retail-padding-bytes
text	crt0dat	text	0xdfd60	0x20	function	delink_proc_000dfd60	retained-or-recovered-procedure
text	strcmp	text	0xdfd80	0x84	function	_strcmp	retained-or-recovered-procedure
text	-	text	0xdfe04	0xc	padding	-	retail-padding-bytes
text	free	text	0xdfe10	0x18	function	_free	retained-or-recovered-procedure
text	-	text	0xdfe28	0x8	padding	-	retail-padding-bytes
text	strerror	text	0xdfe30	0x6b	function	_strerror	retained-or-recovered-procedure
text	-	text	0xdfe9b	0x5	padding	-	retail-padding-bytes
text	dosmap	text	0xdfea0	0x73	function	__dosmaperr	retained-or-recovered-procedure
text	-	text	0xdff13	0xd	padding	-	retail-padding-bytes
text	dosmap	text	0xdff20	0x9	function	__errno	retained-or-recovered-procedure
text	-	text	0xdff29	0x7	padding	-	retail-padding-bytes
text	dosmap	text	0xdff30	0x9	function	___doserrno	retained-or-recovered-procedure
text	-	text	0xdff39	0x7	padding	-	retail-padding-bytes
text	memcmp	text	0xdff40	0x1f	function	_memcmp	retained-or-recovered-procedure
text	-	text	0xdff5f	0x1	padding	-	retail-padding-bytes
text	wincrt0	text	0xdff60	0x199	function	_WinMainCRTStartup	retained-or-recovered-procedure
text	-	text	0xe00f9	0x7	padding	-	retail-padding-bytes
text	wincrt0	text	0xe0100	0x2a	function	__amsg_exit	retained-or-recovered-procedure
text	-	text	0xe012a	0x6	padding	-	retail-padding-bytes
text	write	text	0xe0130	0x78	function	__write,_write	retained-or-recovered-procedure
text	-	text	0xe01a8	0x8	padding	-	retail-padding-bytes
text	write	text	0xe01b0	0x1fb	function	__write_lk	retained-or-recovered-procedure
text	-	text	0xe03ab	0x5	padding	-	retail-padding-bytes
text	read	text	0xe03b0	0x78	function	__read,_read	retained-or-recovered-procedure
text	-	text	0xe0428	0x8	padding	-	retail-padding-bytes
text	read	text	0xe0430	0x22c	function	__read_lk	retained-or-recovered-procedure
text	-	text	0xe065c	0x4	padding	-	retail-padding-bytes
text	close	text	0xe0660	0x6e	function	__close,_close	retained-or-recovered-procedure
text	-	text	0xe06ce	0x2	padding	-	retail-padding-bytes
text	close	text	0xe06d0	0x89	function	__close_lk	retained-or-recovered-procedure
text	-	text	0xe0759	0x7	padding	-	retail-padding-bytes
text	open	text	0xe0760	0x1a	function	__open,_open	retained-or-recovered-procedure
text	-	text	0xe077a	0x6	padding	-	retail-padding-bytes
text	open	text	0xe0780	0x418	function	__sopen	retained-or-recovered-procedure
text	open	text	0xe0b98	0x14	jump-table	0xe0b98	build/gen/jump_tables.csv
text	open	text	0xe0bac	0x31	function	__sopen	retained-or-recovered-procedure
text	-	text	0xe0bdd	0x3	padding	-	retail-padding-bytes
text	strnicmp	text	0xe0be0	0xc7	function	__strnicmp,_strnicmp	retained-or-recovered-procedure
text	-	text	0xe0ca7	0x9	padding	-	retail-padding-bytes
text	stricmp	text	0xe0cb0	0xa2	function	__strcmpi,__stricmp,_strcmpi,_stricmp	retained-or-recovered-procedure
text	-	text	0xe0d52	0xe	padding	-	retail-padding-bytes
text	malloc	text	0xe0d60	0x14	function	_malloc	retained-or-recovered-procedure
text	-	text	0xe0d74	0xc	padding	-	retail-padding-bytes
text	malloc	text	0xe0d80	0x40	function	__nh_malloc	retained-or-recovered-procedure
text	malloc	text	0xe0dc0	0x15	function	__heap_alloc	retained-or-recovered-procedure
text	-	text	0xe0dd5	0xb	padding	-	retail-padding-bytes
text	fclose	text	0xe0de0	0x3f	function	_fclose	retained-or-recovered-procedure
text	-	text	0xe0e1f	0x1	padding	-	retail-padding-bytes
text	fclose	text	0xe0e20	0x5f	function	__fclose_lk	retained-or-recovered-procedure
text	-	text	0xe0e7f	0x1	padding	-	retail-padding-bytes
text	fputs	text	0xe0e80	0x64	function	_fputs	retained-or-recovered-procedure
text	-	text	0xe0ee4	0xc	padding	-	retail-padding-bytes
text	fopen	text	0xe0ef0	0x3a	function	__fsopen	retained-or-recovered-procedure
text	-	text	0xe0f2a	0x6	padding	-	retail-padding-bytes
text	fopen	text	0xe0f30	0x15	function	_fopen	retained-or-recovered-procedure
text	-	text	0xe0f45	0xb	padding	-	retail-padding-bytes
text	fread	text	0xe0f50	0x37	function	_fread	retained-or-recovered-procedure
text	-	text	0xe0f87	0x9	padding	-	retail-padding-bytes
text	fread	text	0xe0f90	0x146	function	__fread_lk	retained-or-recovered-procedure
text	-	text	0xe10d6	0xa	padding	-	retail-padding-bytes
text	lseek	text	0xe10e0	0x78	function	__lseek,_lseek	retained-or-recovered-procedure
text	-	text	0xe1158	0x8	padding	-	retail-padding-bytes
text	lseek	text	0xe1160	0x82	function	__lseek_lk	retained-or-recovered-procedure
text	-	text	0xe11e2	0xe	padding	-	retail-padding-bytes
text	chdir	text	0xe11f0	0xa4	function	__chdir	retained-or-recovered-procedure
text	-	text	0xe1294	0xc	padding	-	retail-padding-bytes
text	fseek	text	0xe12a0	0x32	function	_fseek	retained-or-recovered-procedure
text	-	text	0xe12d2	0xe	padding	-	retail-padding-bytes
text	fseek	text	0xe12e0	0x9a	function	__fseek_lk	retained-or-recovered-procedure
text	-	text	0xe137a	0x6	padding	-	retail-padding-bytes
text	ftell	text	0xe1380	0x28	function	_ftell	retained-or-recovered-procedure
text	-	text	0xe13a8	0x8	padding	-	retail-padding-bytes
text	ftell	text	0xe13b0	0x1a1	function	__ftell_lk	retained-or-recovered-procedure
text	-	text	0xe1551	0xf	padding	-	retail-padding-bytes
text	purevirt	text	0xe1560	0xb	function	__purecall	retained-or-recovered-procedure
text	-	text	0xe156b	0x5	padding	-	retail-padding-bytes
text	fputc	text	0xe1570	0x49	function	_fputc	retained-or-recovered-procedure
text	-	text	0xe15b9	0x7	padding	-	retail-padding-bytes
text	fputc	text	0xe15c0	0x13	function	_putc	retained-or-recovered-procedure
text	-	text	0xe15d3	0xd	padding	-	retail-padding-bytes
text	fgetc	text	0xe15e0	0x3c	function	_fgetc	retained-or-recovered-procedure
text	-	text	0xe161c	0x4	padding	-	retail-padding-bytes
text	fgetc	text	0xe1620	0xe	function	_getc	retained-or-recovered-procedure
text	-	text	0xe162e	0x2	padding	-	retail-padding-bytes
text	fflush	text	0xe1630	0x39	function	_fflush	retained-or-recovered-procedure
text	-	text	0xe1669	0x7	padding	-	retail-padding-bytes
text	fflush	text	0xe1670	0x3c	function	__fflush_lk	retained-or-recovered-procedure
text	-	text	0xe16ac	0x4	padding	-	retail-padding-bytes
text	fflush	text	0xe16b0	0x64	function	__flush	retained-or-recovered-procedure
text	-	text	0xe1714	0xc	padding	-	retail-padding-bytes
text	fflush	text	0xe1720	0xb	function	__flushall	retained-or-recovered-procedure
text	-	text	0xe172b	0x5	padding	-	retail-padding-bytes
text	fflush	text	0xe1730	0xb9	function	delink_proc_000e1730	retained-or-recovered-procedure
text	-	text	0xe17e9	0x7	padding	-	retail-padding-bytes
text	ungetc	text	0xe17f0	0x2d	function	_ungetc	retained-or-recovered-procedure
text	-	text	0xe181d	0x3	padding	-	retail-padding-bytes
text	ungetc	text	0xe1820	0x88	function	__ungetc_lk	retained-or-recovered-procedure
text	-	text	0xe18a8	0x8	padding	-	retail-padding-bytes
text	perror	text	0xe18b0	0xa8	function	_perror	retained-or-recovered-procedure
text	-	text	0xe1958	0x8	padding	-	retail-padding-bytes
text	unlink	text	0xe1960	0x30	function	_remove	retained-or-recovered-procedure
text	unlink	text	0xe1990	0xe	function	__unlink	retained-or-recovered-procedure
text	-	text	0xe199e	0x2	padding	-	retail-padding-bytes
text	_flsbuf	text	0xe19a0	0x14d	function	__flsbuf	retained-or-recovered-procedure
text	-	text	0xe1aed	0x3	padding	-	retail-padding-bytes
text	output	text	0xe1af0	0x8cf	function	__output	retained-or-recovered-procedure
text	-	text	0xe23bf	0x1	padding	-	retail-padding-bytes
text	-	text	0xe23c0	0x38	jump-table	0xe23c0,0xe23e0	build/gen/jump_tables.csv
text	-	text	0xe23f8	0x14	embedded-data	output: switch targets and format-class lookup tables owned by __output	config/delink_text_exclusions.csv
text	-	text	0xe240c	0x14	jump-table	0xe240c	build/gen/jump_tables.csv
text	-	text	0xe2420	0x30	embedded-data	output: switch targets and format-class lookup tables owned by __output	config/delink_text_exclusions.csv
text	-	text	0xe2450	0x44	jump-table	0xe2450	build/gen/jump_tables.csv
text	-	text	0xe2494	0x37	embedded-data	output: switch targets and format-class lookup tables owned by __output	config/delink_text_exclusions.csv
text	-	text	0xe24cb	0x5	padding	-	retail-padding-bytes
text	output	text	0xe24d0	0x41	function	delink_proc_000e24d0	retained-or-recovered-procedure
text	-	text	0xe2511	0xf	padding	-	retail-padding-bytes
text	output	text	0xe2520	0x31	function	delink_proc_000e2520	retained-or-recovered-procedure
text	-	text	0xe2551	0xf	padding	-	retail-padding-bytes
text	output	text	0xe2560	0x37	function	delink_proc_000e2560	retained-or-recovered-procedure
text	-	text	0xe2597	0x9	padding	-	retail-padding-bytes
text	output	text	0xe25a0	0xf	function	delink_proc_000e25a0	retained-or-recovered-procedure
text	-	text	0xe25af	0x1	padding	-	retail-padding-bytes
text	output	text	0xe25b0	0x15	function	delink_proc_000e25b0	retained-or-recovered-procedure
text	-	text	0xe25c5	0xb	padding	-	retail-padding-bytes
text	output	text	0xe25d0	0x10	function	delink_proc_000e25d0	retained-or-recovered-procedure
text	fp8	text	0xe25e0	0x13	function	__setdefaultprecision	retained-or-recovered-procedure
text	-	text	0xe25f3	0xd	padding	-	retail-padding-bytes
text	testfdiv	text	0xe2600	0x4f	function	__ms_p5_test_fdiv	retained-or-recovered-procedure
text	-	text	0xe264f	0x1	padding	-	retail-padding-bytes
text	testfdiv	text	0xe2650	0x116	function	__ms_p5_mp_test_fdiv	retained-or-recovered-procedure
text	-	text	0xe2766	0xa	padding	-	retail-padding-bytes
text	cvt	text	0xe2770	0x65	function	__forcdecpt	retained-or-recovered-procedure
text	-	text	0xe27d5	0xb	padding	-	retail-padding-bytes
text	cvt	text	0xe27e0	0x59	function	__cropzeros	retained-or-recovered-procedure
text	-	text	0xe2839	0x7	padding	-	retail-padding-bytes
text	cvt	text	0xe2840	0x17	function	__positive	retained-or-recovered-procedure
text	-	text	0xe2857	0x9	padding	-	retail-padding-bytes
text	cvt	text	0xe2860	0x4c	function	__fassign	retained-or-recovered-procedure
text	-	text	0xe28ac	0x4	padding	-	retail-padding-bytes
text	cvt	text	0xe28b0	0x77	function	__cftoe	retained-or-recovered-procedure
text	-	text	0xe2927	0x9	padding	-	retail-padding-bytes
text	cvt	text	0xe2930	0xe4	function	delink_proc_000e2930	retained-or-recovered-procedure
text	-	text	0xe2a14	0xc	padding	-	retail-padding-bytes
text	cvt	text	0xe2a20	0x68	function	__cftof	retained-or-recovered-procedure
text	-	text	0xe2a88	0x8	padding	-	retail-padding-bytes
text	cvt	text	0xe2a90	0xbe	function	delink_proc_000e2a90	retained-or-recovered-procedure
text	-	text	0xe2b4e	0x2	padding	-	retail-padding-bytes
text	cvt	text	0xe2b50	0xab	function	__cftog	retained-or-recovered-procedure
text	-	text	0xe2bfb	0x5	padding	-	retail-padding-bytes
text	cvt	text	0xe2c00	0x65	function	__cfltcvt	retained-or-recovered-procedure
text	-	text	0xe2c65	0xb	padding	-	retail-padding-bytes
text	cvt	text	0xe2c70	0x2b	function	delink_proc_000e2c70	retained-or-recovered-procedure
text	-	text	0xe2c9b	0x5	padding	-	retail-padding-bytes
text	isctype	text	0xe2ca0	0x91	function	__isctype	retained-or-recovered-procedure
text	-	text	0xe2d31	0xf	padding	-	retail-padding-bytes
text	tidtable	text	0xe2d40	0x60	function	__mtinit	retained-or-recovered-procedure
text	tidtable	text	0xe2da0	0x21	function	__mtterm	retained-or-recovered-procedure
text	-	text	0xe2dc1	0xf	padding	-	retail-padding-bytes
text	tidtable	text	0xe2dd0	0x13	function	__initptd	retained-or-recovered-procedure
text	-	text	0xe2de3	0xd	padding	-	retail-padding-bytes
text	tidtable	text	0xe2df0	0x6f	function	__getptd	retained-or-recovered-procedure
text	-	text	0xe2e5f	0x1	padding	-	retail-padding-bytes
text	tidtable	text	0xe2e60	0xa1	function	__freeptd	retained-or-recovered-procedure
text	-	text	0xe2f01	0xf	padding	-	retail-padding-bytes
text	tidtable	text	0xe2f10	0x6	function	___threadid	retained-or-recovered-procedure
text	-	text	0xe2f16	0xa	padding	-	retail-padding-bytes
text	tidtable	text	0xe2f20	0x6	function	___threadhandle	retained-or-recovered-procedure
text	-	text	0xe2f26	0xa	padding	-	retail-padding-bytes
text	mlock	text	0xe2f30	0x2a	function	__mtinitlocks	retained-or-recovered-procedure
text	-	text	0xe2f5a	0x6	padding	-	retail-padding-bytes
text	mlock	text	0xe2f60	0x64	function	__mtdeletelocks	retained-or-recovered-procedure
text	-	text	0xe2fc4	0xc	padding	-	retail-padding-bytes
text	mlock	text	0xe2fd0	0x68	function	__lock	retained-or-recovered-procedure
text	-	text	0xe3038	0x8	padding	-	retail-padding-bytes
text	mlock	text	0xe3040	0x17	function	__unlock	retained-or-recovered-procedure
text	-	text	0xe3057	0x9	padding	-	retail-padding-bytes
text	mlock	text	0xe3060	0x36	function	__lock_file	retained-or-recovered-procedure
text	-	text	0xe3096	0xa	padding	-	retail-padding-bytes
text	mlock	text	0xe30a0	0x28	function	__lock_file2	retained-or-recovered-procedure
text	-	text	0xe30c8	0x8	padding	-	retail-padding-bytes
text	mlock	text	0xe30d0	0x36	function	__unlock_file	retained-or-recovered-procedure
text	-	text	0xe3106	0xa	padding	-	retail-padding-bytes
text	mlock	text	0xe3110	0x28	function	__unlock_file2	retained-or-recovered-procedure
text	-	text	0xe3138	0x8	padding	-	retail-padding-bytes
text	mlock	text	0xe3140	0x1d	function	__lockerr_exit	retained-or-recovered-procedure
text	-	text	0xe315d	0x3	padding	-	retail-padding-bytes
text	aw_map	text	0xe3160	0x20c	function	___crtLCMapStringW	retained-or-recovered-procedure
text	-	text	0xe336c	0x4	padding	-	retail-padding-bytes
text	aw_map	text	0xe3370	0x33	function	delink_proc_000e3370	retained-or-recovered-procedure
text	-	text	0xe33a3	0xd	padding	-	retail-padding-bytes
text	aw_map	text	0xe33b0	0x22b	function	___crtLCMapStringA	retained-or-recovered-procedure
text	-	text	0xe35db	0x5	padding	-	retail-padding-bytes
text	aw_map	text	0xe35e0	0x2c	function	delink_proc_000e35e0	retained-or-recovered-procedure
text	-	text	0xe360c	0x4	padding	-	retail-padding-bytes
text	-	text	0xe3610	0x1c	body-chunk	87triga: alternate x87 entry stubs that join the public __fFATN2 body	config/delink_text_exclusions.csv
text	87triga	text	0xe362c	0x20	function	__fFATN2	retained-or-recovered-procedure
text	87triga	text	0xe364c	0x30	function	delink_proc_000e364c	retained-or-recovered-procedure
text	87triga	text	0xe367c	0x36	function	__rtpiby2	retained-or-recovered-procedure
text	-	text	0xe36b2	0xe	padding	-	retail-padding-bytes
text	87cdisp	text	0xe36c0	0x3e	function	__cintrindisp2	retained-or-recovered-procedure
text	87cdisp	text	0xe36fe	0x3d	function	__cintrindisp1	retained-or-recovered-procedure
text	87cdisp	text	0xe373b	0x48	function	__ctrandisp2	retained-or-recovered-procedure
text	87cdisp	text	0xe3783	0x7	function	delink_proc_000e3783	retained-or-recovered-procedure
text	87cdisp	text	0xe378a	0x131	function	delink_proc_000e378a	retained-or-recovered-procedure
text	87cdisp	text	0xe38bb	0x33	function	__ctrandisp1	retained-or-recovered-procedure
text	87cdisp	text	0xe38ee	0x5d	function	__fload	retained-or-recovered-procedure
text	-	text	0xe394b	0x5	padding	-	retail-padding-bytes
text	87trig	text	0xe3950	0xa	function	__fFCOS	retained-or-recovered-procedure
text	87trig	text	0xe395a	0x21	function	__fFSIN	retained-or-recovered-procedure
text	-	text	0xe397b	0x5	padding	-	retail-padding-bytes
text	realloc	text	0xe3980	0x6f	function	_realloc	retained-or-recovered-procedure
text	-	text	0xe39ef	0x1	padding	-	retail-padding-bytes
text	msize	text	0xe39f0	0x31	function	__msize	retained-or-recovered-procedure
text	87tran	text	0xe3a21	0x67	function	__fFEXP	retained-or-recovered-procedure
text	87tran	text	0xe3a88	0x2	function	__rtinfpopse	retained-or-recovered-procedure
text	87tran	text	0xe3a8a	0x10	function	__rtinfnpopse	retained-or-recovered-procedure
text	87tran	text	0xe3a9a	0xb5	function	__fFLN	retained-or-recovered-procedure
text	87tran	text	0xe3b4f	0x2	function	__rtinfpop	retained-or-recovered-procedure
text	87tran	text	0xe3b51	0x1d	function	__rtinfnpop	retained-or-recovered-procedure
text	87tran	text	0xe3b6e	0x43	function	__ffexpm1	retained-or-recovered-procedure
text	87tran	text	0xe3bb1	0x34	function	delink_proc_000e3bb1	retained-or-recovered-procedure
text	-	text	0xe3be5	0x32	body-chunk	87tran: unreferenced exception continuation chunk belonging to __ffexpm1	config/delink_text_exclusions.csv
text	-	text	0xe3c17	0x9	padding	-	retail-padding-bytes
text	heapinit	text	0xe3c20	0x15	function	__heap_init	retained-or-recovered-procedure
text	-	text	0xe3c35	0xb	padding	-	retail-padding-bytes
text	heapinit	text	0xe3c40	0xd	function	__heap_term	retained-or-recovered-procedure
text	-	text	0xe3c4d	0x3	padding	-	retail-padding-bytes
text	exsup	text	0xe3c50	0x42	function	__global_unwind2	retained-or-recovered-procedure
text	exsup	text	0xe3c92	0x58	function	__local_unwind2	retained-or-recovered-procedure
text	exsup	text	0xe3cea	0x10	function	__NLG_Return2	retained-or-recovered-procedure
text	exsup	text	0xe3cfa	0x23	function	__abnormal_termination	retained-or-recovered-procedure
text	exsup	text	0xe3d1d	0x9	function	__NLG_Notify1	retained-or-recovered-procedure
text	exsup	text	0xe3d26	0x13	function	__NLG_Notify	retained-or-recovered-procedure
text	exsup	text	0xe3d39	0x5	function	__NLG_Dispatch	retained-or-recovered-procedure
text	-	text	0xe3d3e	0x2	padding	-	retail-padding-bytes
text	winxfltr	text	0xe3d40	0x14f	function	__XcptFilter	retained-or-recovered-procedure
text	-	text	0xe3e8f	0x1	padding	-	retail-padding-bytes
text	winxfltr	text	0xe3e90	0x2f	function	delink_proc_000e3e90	retained-or-recovered-procedure
text	-	text	0xe3ebf	0x1	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3ec0	0x12	function	__ismbbkalnum	retained-or-recovered-procedure
text	-	text	0xe3ed2	0xe	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3ee0	0x12	function	__ismbbkprint	retained-or-recovered-procedure
text	-	text	0xe3ef2	0xe	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3f00	0x12	function	__ismbbkpunct	retained-or-recovered-procedure
text	-	text	0xe3f12	0xe	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3f20	0x15	function	__ismbbalnum	retained-or-recovered-procedure
text	-	text	0xe3f35	0xb	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3f40	0x15	function	__ismbbalpha	retained-or-recovered-procedure
text	-	text	0xe3f55	0xb	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3f60	0x15	function	__ismbbgraph	retained-or-recovered-procedure
text	-	text	0xe3f75	0xb	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3f80	0x15	function	__ismbbprint	retained-or-recovered-procedure
text	-	text	0xe3f95	0xb	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3fa0	0x12	function	__ismbbpunct	retained-or-recovered-procedure
text	-	text	0xe3fb2	0xe	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3fc0	0x12	function	__ismbblead	retained-or-recovered-procedure
text	-	text	0xe3fd2	0xe	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe3fe0	0x12	function	__ismbbtrail	retained-or-recovered-procedure
text	-	text	0xe3ff2	0xe	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe4000	0x2a	function	__ismbbkana	retained-or-recovered-procedure
text	-	text	0xe402a	0x6	padding	-	retail-padding-bytes
text	ismbbyte	text	0xe4030	0x3a	function	delink_proc_000e4030	retained-or-recovered-procedure
text	-	text	0xe406a	0x6	padding	-	retail-padding-bytes
text	stdenvp	text	0xe4070	0xdb	function	__setenvp	retained-or-recovered-procedure
text	-	text	0xe414b	0x5	padding	-	retail-padding-bytes
text	stdargv	text	0xe4150	0x9b	function	__setargv	retained-or-recovered-procedure
text	-	text	0xe41eb	0x5	padding	-	retail-padding-bytes
text	stdargv	text	0xe41f0	0x1d2	function	delink_proc_000e41f0	retained-or-recovered-procedure
text	-	text	0xe43c2	0xe	padding	-	retail-padding-bytes
text	aw_env	text	0xe43d0	0x1fd	function	___crtGetEnvironmentStringsW	retained-or-recovered-procedure
text	-	text	0xe45cd	0x3	padding	-	retail-padding-bytes
text	aw_env	text	0xe45d0	0x19b	function	___crtGetEnvironmentStringsA	retained-or-recovered-procedure
text	-	text	0xe476b	0x5	padding	-	retail-padding-bytes
text	mbctype	text	0xe4770	0x223	function	__setmbcp	retained-or-recovered-procedure
text	-	text	0xe4993	0xd	padding	-	retail-padding-bytes
text	mbctype	text	0xe49a0	0x4d	function	delink_proc_000e49a0	retained-or-recovered-procedure
text	-	text	0xe49ed	0x3	padding	-	retail-padding-bytes
text	mbctype	text	0xe49f0	0x38	function	delink_proc_000e49f0	retained-or-recovered-procedure
text	-	text	0xe4a28	0x14	jump-table	0xe4a28	build/gen/jump_tables.csv
text	-	text	0xe4a3c	0x13	embedded-data	mbctype: switch targets and code-page lookup bytes owned by the 0xe49f0 helper	config/delink_text_exclusions.csv
text	-	text	0xe4a4f	0x1	padding	-	retail-padding-bytes
text	mbctype	text	0xe4a50	0x2c	function	delink_proc_000e4a50	retained-or-recovered-procedure
text	-	text	0xe4a7c	0x4	padding	-	retail-padding-bytes
text	mbctype	text	0xe4a80	0x6	function	__getmbcp	retained-or-recovered-procedure
text	-	text	0xe4a86	0xa	padding	-	retail-padding-bytes
text	mbctype	text	0xe4a90	0xb	function	___initmbctable	retained-or-recovered-procedure
text	-	text	0xe4a9b	0x5	padding	-	retail-padding-bytes
text	ioinit	text	0xe4aa0	0x1db	function	__ioinit	retained-or-recovered-procedure
text	-	text	0xe4c7b	0x5	padding	-	retail-padding-bytes
text	ioinit	text	0xe4c80	0x60	function	__ioterm	retained-or-recovered-procedure
text	exsup3	text	0xe4ce0	0xbd	function	__except_handler3	retained-or-recovered-procedure
text	exsup3	text	0xe4d9d	0x1b	function	__seh_longjmp_unwind@4	retained-or-recovered-procedure
text	-	text	0xe4db8	0x8	padding	-	retail-padding-bytes
text	crt0msg	text	0xe4dc0	0x3d	function	__FF_MSGBANNER	retained-or-recovered-procedure
text	-	text	0xe4dfd	0x3	padding	-	retail-padding-bytes
text	crt0msg	text	0xe4e00	0x1ee	function	__NMSG_WRITE	retained-or-recovered-procedure
text	-	text	0xe4fee	0x2	padding	-	retail-padding-bytes
text	crt0msg	text	0xe4ff0	0x34	function	__GET_RTERRMSG	retained-or-recovered-procedure
text	-	text	0xe5024	0xc	padding	-	retail-padding-bytes
text	osfinfo	text	0xe5030	0x146	function	__alloc_osfhnd	retained-or-recovered-procedure
text	-	text	0xe5176	0xa	padding	-	retail-padding-bytes
text	osfinfo	text	0xe5180	0xa4	function	__set_osfhnd	retained-or-recovered-procedure
text	-	text	0xe5224	0xc	padding	-	retail-padding-bytes
text	osfinfo	text	0xe5230	0x91	function	__free_osfhnd	retained-or-recovered-procedure
text	-	text	0xe52c1	0xf	padding	-	retail-padding-bytes
text	osfinfo	text	0xe52d0	0x4a	function	__get_osfhandle	retained-or-recovered-procedure
text	-	text	0xe531a	0x6	padding	-	retail-padding-bytes
text	osfinfo	text	0xe5320	0xb4	function	__open_osfhandle	retained-or-recovered-procedure
text	-	text	0xe53d4	0xc	padding	-	retail-padding-bytes
text	osfinfo	text	0xe53e0	0x61	function	__lock_fhandle	retained-or-recovered-procedure
text	-	text	0xe5441	0xf	padding	-	retail-padding-bytes
text	osfinfo	text	0xe5450	0x28	function	__unlock_fhandle	retained-or-recovered-procedure
text	-	text	0xe5478	0x8	padding	-	retail-padding-bytes
text	chsize	text	0xe5480	0x68	function	__chsize	retained-or-recovered-procedure
text	-	text	0xe54e8	0x8	padding	-	retail-padding-bytes
text	chsize	text	0xe54f0	0x132	function	__chsize_lk	retained-or-recovered-procedure
text	-	text	0xe5622	0xe	padding	-	retail-padding-bytes
text	tolower	text	0xe5630	0x8	function	__tolower	retained-or-recovered-procedure
text	-	text	0xe5638	0x8	padding	-	retail-padding-bytes
text	tolower	text	0xe5640	0x44	function	_tolower	retained-or-recovered-procedure
text	-	text	0xe5684	0xc	padding	-	retail-padding-bytes
text	tolower	text	0xe5690	0xe5	function	__tolower_lk	retained-or-recovered-procedure
text	-	text	0xe5775	0xb	padding	-	retail-padding-bytes
text	handler	text	0xe5780	0x28	function	?_set_new_handler@@YAP6AHI@ZP6AHI@Z@Z	retained-or-recovered-procedure
text	-	text	0xe57a8	0x8	padding	-	retail-padding-bytes
text	handler	text	0xe57b0	0x6	function	?_query_new_handler@@YAP6AHI@ZXZ	retained-or-recovered-procedure
text	-	text	0xe57b6	0xa	padding	-	retail-padding-bytes
text	handler	text	0xe57c0	0x28	function	?set_new_handler@@YAP6AXXZP6AXXZ@Z	retained-or-recovered-procedure
text	-	text	0xe57e8	0x8	padding	-	retail-padding-bytes
text	handler	text	0xe57f0	0x3e	function	__callnewh	retained-or-recovered-procedure
text	-	text	0xe582e	0x2	padding	-	retail-padding-bytes
text	_freebuf	text	0xe5830	0x39	function	__freebuf	retained-or-recovered-procedure
text	-	text	0xe5869	0x7	padding	-	retail-padding-bytes
text	_sftbuf	text	0xe5870	0x92	function	__stbuf	retained-or-recovered-procedure
text	-	text	0xe5902	0xe	padding	-	retail-padding-bytes
text	_sftbuf	text	0xe5910	0x38	function	__ftbuf	retained-or-recovered-procedure
text	-	text	0xe5948	0x8	padding	-	retail-padding-bytes
text	fwrite	text	0xe5950	0x37	function	_fwrite	retained-or-recovered-procedure
text	-	text	0xe5987	0x9	padding	-	retail-padding-bytes
text	fwrite	text	0xe5990	0x180	function	__fwrite_lk	retained-or-recovered-procedure
text	_open	text	0xe5b10	0x19c	function	__openfile	retained-or-recovered-procedure
text	_open	text	0xe5cac	0x28	jump-table	0xe5cac	build/gen/jump_tables.csv
text	_open	text	0xe5cd4	0x4a	function	__openfile	retained-or-recovered-procedure
text	-	text	0xe5d1e	0x2	padding	-	retail-padding-bytes
text	stream	text	0xe5d20	0xe1	function	__getstream	retained-or-recovered-procedure
text	-	text	0xe5e01	0xf	padding	-	retail-padding-bytes
text	_filbuf	text	0xe5e10	0xf5	function	__filbuf	retained-or-recovered-procedure
text	-	text	0xe5f05	0xb	padding	-	retail-padding-bytes
text	mbtoupr	text	0xe5f10	0x8d	function	__mbctoupper	retained-or-recovered-procedure
text	-	text	0xe5f9d	0x3	padding	-	retail-padding-bytes
text	commit	text	0xe5fa0	0xa2	function	__commit	retained-or-recovered-procedure
text	-	text	0xe6042	0xe	padding	-	retail-padding-bytes
text	_file	text	0xe6050	0xc7	function	___initstdio	retained-or-recovered-procedure
text	-	text	0xe6117	0x9	padding	-	retail-padding-bytes
text	_file	text	0xe6120	0x14	function	___endstdio	retained-or-recovered-procedure
text	-	text	0xe6134	0xc	padding	-	retail-padding-bytes
text	_getbuf	text	0xe6140	0x4b	function	__getbuf	retained-or-recovered-procedure
text	-	text	0xe618b	0x5	padding	-	retail-padding-bytes
text	isatty	text	0xe6190	0x30	function	__isatty	retained-or-recovered-procedure
text	wctomb	text	0xe61c0	0x2e	function	_wctomb	retained-or-recovered-procedure
text	-	text	0xe61ee	0x2	padding	-	retail-padding-bytes
