# Generated by `homm2 audit cross-version`; do not hand-edit.
# reference: /home/sheep/Projects/homm2/homm2-decomp
# lead: parity-gap = 2.0 reached 100% and this branch has not.
# transition: od-od = /Od both sides (shape transfers);
#             o2-od = 2.0 proved semantics only, /Od detail is new work.
# size_outlier: retail size delta outside the both-exact envelope
#               for its transition class - a body-change candidate.
lead	unit	symbol	buka_best	pol_best	buka_live	buka_max	pol_live	pol_max	unmatched_bytes	buka_rva	pol_rva	buka_size	pol_size	size_delta	size_rel	profile	transition	size_outlier
parity-gap	SOURCE/SPELLS	?ShowSpellCastFailure@combatManager@@QAEXPAVarmy@@H@Z	54.1111	100.0000	54.1111	54.1111	100.0000	100.0000	74	0xa0a4b	0x29797	0xa1	0xd9	-56	-0.258	base->base_nogf	od-od	
parity-gap	BASE/Midi	?MIDIIsPlaying@soundManager@@QAEHXZ	14.6000	100.0000	14.6000	14.6000	100.0000	100.0000	73	0xc5b90	0xd3f80	0x56	0x46	16	+0.229	o2->base	o2-od	
parity-gap	SOURCE/ADVMGR	?SetInitialMapOrigin@advManager@@QAEXXZ	88.4403	100.0000	88.4403	88.4403	100.0000	100.0000	71	0x12a12	0x68ea8	0x268	0x2b8	-80	-0.115	base->base	od-od	
parity-gap	SOURCE/EVENTS	?GenericSiteAIEvent@advManager@@QAEXPAVmapCell@@PAVhero@@@Z	91.8026	100.0000	91.8026	91.8026	100.0000	100.0000	70	0x47989	0xb493b	0x351	0x369	-24	-0.027	base->base_nogf	od-od	
parity-gap	SOURCE/GAME	?SetRandomHeroArmies@game@@QAEXHH@Z	91.6629	100.0000	91.6629	91.6629	96.4330	100.0000	70	0x5ad00	0x800a6	0x342	0x378	-54	-0.061	base->base	od-od	
parity-gap	SOURCE/PHILAI	?ValueOfBuyingCreature@philAI@@QAEXPAVtown@@HAAHHAAM@Z	88.6230	100.0000	88.6230	88.6230	100.0000	100.0000	70	0x8389d	0x3d852	0x266	0x306	-160	-0.207	base->base	od-od	
parity-gap	BASE/ICON	?FillToBuffer@icon@@QAEXHHHHHPAUSLimitData@@@Z	78.3048	100.0000	78.3048	78.3048	100.0000	100.0000	69	0xc2ce0	0xc7e50	0x13d	0x103	58	+0.224	o2->base	o2-od	
parity-gap	BASE/Misc	?ReadPrefsFromFile@@YIXXZ	65.9273	100.0000	65.9273	65.9273	100.0000	100.0000	69	0xbe340	0xc4b60	0xcb	0x13f	-116	-0.364	o2->base_nogf	o2-od	
parity-gap	SOURCE/HERO	?Deallocate@hero@@QAEXH@Z	94.4735	100.0000	94.4735	94.4735	100.0000	100.0000	69	0x617f2	0x6cee8	0x4e4	0x587	-163	-0.115	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?SetHeroContext@advManager@@QAEXHH@Z	92.3109	100.0000	92.3109	92.3109	100.0000	100.0000	65	0xe374	0x64318	0x34a	0x392	-72	-0.079	base->base	od-od	
parity-gap	SOURCE/EVENTS	?SendHeroTownData@advManager@@QAEXHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHHHHH@Z	91.5796	100.0000	91.5796	91.5796	100.0000	100.0000	65	0x4927c	0xb645e	0x306	0x36f	-105	-0.119	base->base_nogf	od-od	
parity-gap	SOURCE/PHILAI	?EvaluateArtifactEvent@philAI@@QAEHHH@Z	89.3277	100.0000	89.3277	89.3277	100.0000	100.0000	64	0x8b270	0x46362	0x253	0x2bc	-105	-0.150	base->base	od-od	
parity-gap	SOURCE/PHILAI	?QuickCombat@philAI@@QAEHPAVarmyGroup@@PAVhero@@01HHAAM2@Z	96.0061	100.0000	96.0061	96.0061	99.6390	100.0000	64	0x864fe	0x40cb1	0x645	0x768	-291	-0.153	base->base	od-od	
parity-gap	BASE/bmap2	?FillBitmapArea@@YIXPAVbitmap@@HHHHH@Z	51.3590	100.0000	51.3590	51.3590	98.4091	100.0000	63	0xc6450	0xca3d0	0x82	0x80	2	+0.016	o2->base	o2-od	
parity-gap	SOURCE/COMMAND	?ProcessNextAction@combatManager@@QAEHAAUtag_message@@@Z	95.9268	100.0000	95.9268	95.9268	100.0000	100.0000	63	0x30cbe	0x30536	0x60b	0x65b	-80	-0.049	base->base	od-od	
parity-gap	SOURCE/SPELLS	?ChainLightning@combatManager@@QAEXHH@Z	92.0773	100.0000	92.0773	92.0773	100.0000	100.0000	63	0x9df96	0x2685a	0x31d	0x361	-68	-0.079	base->base_nogf	od-od	
parity-gap	SOURCE/EVENTS	?DoCombat@advManager@@QAEHHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHH@Z	95.9151	100.0000	95.9151	95.9151	100.0000	100.0000	62	0x48c95	0xb5e10	0x5e7	0x64e	-103	-0.064	base->base_nogf	od-od	
parity-gap	SOURCE/KB	?toupper@@YIDD@Z	44.9444	100.0000	44.9444	44.9444	100.0000	100.0000	62	0x67c38	0x98558	0x70	0x44	44	+0.647	base->base	od-od	yes
parity-gap	SOURCE/SPELLS	?ShowSpellMessage@combatManager@@QAEXHHPAVarmy@@@Z	88.9000	100.0000	88.9000	88.9000	100.0000	100.0000	62	0xa162e	0x2a411	0x233	0x2b1	-126	-0.183	base->base_nogf	od-od	
parity-gap	BASE/WINMGR	?Open@heroWindowManager@@UAEHH@Z	80.1446	100.0000	80.1446	80.1446	100.0000	100.0000	60	0xb7020	0xcaad0	0x12e	0xd6	88	+0.411	o2->base	o2-od	
parity-gap	SOURCE/CMBTMGR	??0combatManager@@QAE@XZ	85.9677	100.0000	85.9677	85.9677	100.0000	100.0000	60	0x25de0	0x8fd50	0x1af	0x1ba	-11	-0.025	base->base	od-od	
parity-gap	SOURCE/KB	?ReceiveRemotePlayerExit@@YIXUSPlayerExit@@@Z	91.6600	100.0000	91.6600	91.6600	100.0000	100.0000	59	0x6f115	0xa07e3	0x2c9	0x361	-152	-0.176	base->base	od-od	
parity-gap	BASE/Midi	?MIDIStop@soundManager@@QAEXXZ	74.8000	100.0000	74.8000	74.8000	100.0000	100.0000	58	0xc5aa0	0xd3e70	0xe7	0x108	-33	-0.125	o2->base	o2-od	
parity-gap	BASE/Misc	?WritePrefsToFile@@YIXXZ	41.8667	100.0000	41.8667	41.8667	100.0000	100.0000	58	0xbed60	0xc5500	0x63	0x6a	-7	-0.066	o2->base_nogf	o2-od	
parity-gap	SOURCE/KB	?SetupCDRom@@YIXXZ	80.6000	100.0000	80.6000	80.6000	100.0000	100.0000	58	0x665df	0x96cd9	0x12a	0x148	-30	-0.091	base->base	od-od	
parity-gap	SOURCE/GAME	?ComputeDailyGold@game@@QAEHH@Z	93.6550	100.0000	93.6550	93.6550	99.9929	100.0000	57	0x5713c	0x7c32f	0x38a	0x432	-168	-0.156	base->base	od-od	
parity-gap	SOURCE/KB	?ReceiveHostReportsPlayerExit@@YIXHUSPlayerExit@@H@Z	93.2793	100.0000	93.2793	93.2793	100.0000	100.0000	57	0x6edbf	0xa03d1	0x356	0x412	-188	-0.180	base->base	od-od	
parity-gap	SOURCE/Newgame	?InitNewGameWindow@game@@QAEXXZ	97.0733	100.0000	97.0733	97.0733	100.0000	100.0000	57	0x766a7	0xb8259	0x794	0x67d	279	+0.168	base->base	od-od	
parity-gap	SOURCE/Overview	?SetupNewOverviewType@game@@QAEXHH@Z	93.1517	100.0000	93.1517	93.1517	100.0000	100.0000	57	0x7b9e6	0x9aae	0x344	0x357	-19	-0.022	base->base	od-od	
parity-gap	SOURCE/KB	?WaitEndSample@@YIXUSAMPLE2@@H@Z	58.2143	100.0000	58.2143	58.2143	100.0000	100.0000	55	0x6d575	0x9e9ed	0x84	0x8f	-11	-0.077	base->base	od-od	
parity-gap	SOURCE/REQUEST	?SetOK@fileRequester@@QAEXH@Z	53.5526	100.0000	53.5526	53.5526	100.0000	100.0000	55	0x8f6c0	0x8da47	0x77	0xa5	-46	-0.279	base->base	od-od	
parity-gap	SOURCE/COMMAND	?CheckSetMouseDirection@combatManager@@QAEXHHH@Z	96.1390	100.0000	96.1390	96.1390	100.0000	100.0000	54	0x2c389	0x2b45f	0x575	0x63c	-199	-0.125	base->base	od-od	
parity-gap	SOURCE/FINDPATH	?CalcTerrainCost@@YIHHHHHHH@Z	66.6875	100.0000	66.6875	66.6875	100.0000	100.0000	54	0x49d9b	0xa4ba0	0xa1	0x75	44	+0.376	o2->base	o2-od	
parity-gap	SOURCE/ADVMGR	?ProcessSearch@advManager@@QAEHHH@Z	95.9344	100.0000	95.9344	95.9344	100.0000	100.0000	53	0x4692	0x5a07c	0x518	0x5c8	-176	-0.119	base->base	od-od	
parity-gap	SOURCE/PHILAI	?CheckBuyStuff@philAI@@QAEXXZ	95.7057	100.0000	95.7057	95.7057	100.0000	100.0000	52	0x7e8cf	0x37fdf	0x4b5	0x4be	-9	-0.007	base->base	od-od	
parity-gap	SOURCE/PHILAI	?ComputeValueOfSS@philAI@@QAEHPAVhero@@HH@Z	88.5581	100.0000	88.5581	88.5581	100.0000	100.0000	51	0x88eb5	0x43c54	0x1bb	0x271	-182	-0.291	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?CompleteDraw@advManager@@QAEXHHHH@Z	95.7428	100.0000	95.7428	95.7428	99.5944	100.0000	50	0x5718	0x5b2ae	0x4a2	0x4eb	-73	-0.058	base->base	od-od	
parity-gap	SOURCE/FLY	?CanFit@army@@QAEHHHPAH@Z	90.7000	100.0000	90.7000	90.7000	100.0000	100.0000	50	0x4b000	0xa5900	0x21e	0x295	-119	-0.180	base->base	od-od	
parity-gap	SOURCE/wingraph	?WGInitializePalette@@YIXXZ	87.9579	100.0000	87.9579	87.9579	100.0000	100.0000	50	0xb1434	0x36d76	0x1a2	0x1d5	-51	-0.109	base->base_nogf	od-od	
parity-gap	BASE/INPUTMGR	?GetEvent@inputManager@@QAE?AUtag_message@@XZ	76.8254	100.0000	76.8254	76.8254	100.0000	100.0000	49	0xbc8f0	0xce2f0	0xd2	0xa8	42	+0.250	o2->base	o2-od	
parity-gap	BASE/Midi	?MIDISetVolume@soundManager@@QAEXXZ	65.8163	100.0000	65.8163	65.8163	100.0000	100.0000	49	0xc5bf0	0xd3fd0	0x8f	0x68	39	+0.375	o2->base	o2-od	
parity-gap	SOURCE/COMMAND	?WinCombatHandler@@YIHAAUtag_message@@@Z	96.1586	100.0000	96.1586	96.1586	100.0000	100.0000	49	0x2de7d	0x2d472	0x4f3	0x57b	-136	-0.097	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?UpdateSystemOptions@@YIXH@Z	93.9679	100.0000	93.9679	93.9679	100.0000	100.0000	48	0x14b62	0x6b219	0x320	0x35f	-63	-0.073	base->base	od-od	
parity-gap	SOURCE/AI	?DoLichShot@combatManager@@QAEXPAVarmy@@@Z	92.7168	100.0000	92.7168	92.7168	99.9913	100.0000	48	0x172d6	0xc23cc	0x293	0x32e	-155	-0.190	base->base	od-od	
parity-gap	SOURCE/PHILAI	?GetGameAttentionValue@philAI@@QAEXH@Z	85.5517	100.0000	85.5517	85.5517	100.0000	100.0000	48	0x842f1	0x3e4d8	0x14d	0x1d8	-139	-0.294	base->base	od-od	
parity-gap	SOURCE/ARMY	?DamageEnemy@army@@QAEXPAV1@PAH1HH@Z	96.1090	100.0000	95.6795	96.1090	99.8127	100.0000	47	0x1d8ee	0x4fbc0	0x444	0x56e	-298	-0.214	base->base	od-od	
parity-gap	SOURCE/SETUP	?SetupNetworkGame2@game@@QAEHXZ	92.6692	100.0000	92.6692	92.6692	100.0000	100.0000	47	0x92b64	0x1155f	0x281	0x236	75	+0.133	base->base_nogf	od-od	
parity-gap	BASE/INPUTMGR	?PeekEvent@inputManager@@QAE?AUtag_message@@XZ	76.3793	100.0000	76.3793	76.3793	100.0000	100.0000	45	0xbc9d0	0xce3a0	0xbd	0xa1	28	+0.174	o2->base	o2-od	
parity-gap	SOURCE/CMBTMGR	?Close@combatManager@@UAEXXZ	95.0504	100.0000	95.0504	95.0504	100.0000	100.0000	45	0x26e25	0x90edf	0x388	0x3d6	-78	-0.079	base->base	od-od	
parity-gap	SOURCE/GAME	?NextPlayer@game@@QAEXXZ	96.5260	100.0000	96.5260	96.5260	100.0000	100.0000	45	0x56c32	0x7bd99	0x50a	0x596	-140	-0.098	base->base	od-od	
parity-gap	SOURCE/KB	?SetupDynamicWindow@@YIXHHHHHHHPAH00000PAPAVheroWindow@@H@Z	97.8227	100.0000	97.8227	97.8227	99.7535	100.0000	45	0x6e35e	0x9fa70	0x829	0x6bc	365	+0.212	base->base	od-od	yes
parity-gap	SOURCE/ADVMGR	?ShowRoute@advManager@@QAEXHHH@Z	96.0226	100.0000	96.0226	96.0226	100.0000	100.0000	44	0x11f49	0x68247	0x44e	0x4d9	-139	-0.112	base->base	od-od	
parity-gap	SOURCE/PATH	?GetAdjacentCellIndex@army@@QAEHHH@Z	59.3243	100.0000	59.3243	59.3243	93.1000	100.0000	44	0x7d539	0xbe48a	0x6d	0xa5	-56	-0.339	base->base	od-od	
parity-gap	SOURCE/VIEW	?ViewGeneral@combatManager@@QAEHHHH@Z	97.6176	100.0000	97.6176	97.6176	100.0000	100.0000	43	0xad4b0	0xbd60	0x6f9	0x6d3	38	+0.022	base->base	od-od	
parity-gap	BASE/BUTTON	?Draw@button@@UAEXXZ	71.0364	100.0000	71.0364	71.0364	100.0000	100.0000	42	0xd3f20	0xddda0	0x91	0x55	60	+0.706	o2->base	o2-od	
parity-gap	BASE/soundmgr	?SetMusicQuality@soundManager@@QAEXH@Z	82.5571	100.0000	82.5571	82.5571	100.0000	100.0000	42	0xb63e0	0xcd160	0xef	0xe3	12	+0.053	base->base	od-od	
parity-gap	SOURCE/PHILAI	?BuildHero@philAI@@QAEXPAVtown@@H@Z	94.6368	100.0000	94.6368	94.6368	100.0000	100.0000	42	0x87cf6	0x428b8	0x309	0x328	-31	-0.038	base->base	od-od	
parity-gap	SOURCE/SMACKMGR	?PlaySmacker@@YIHH@Z	86.5625	100.0000	86.5625	86.5625	100.0000	100.0000	42	0x9592a	0x244f	0x13b	0x17f	-68	-0.178	base->base	od-od	
parity-gap	SOURCE/X_CAMPGN	?ShowInfo@ExpCampaign@@QAEXHH@Z	95.0746	100.0000	95.0746	95.0746	100.0000	100.0000	42	0xb3aba	0xbc00e	0x34b	0x33f	12	+0.014	base->base	od-od	
parity-gap	BASE/ICONWDGT	?Draw@iconWidget@@UAEXXZ	88.9008	100.0000	88.9008	88.9008	100.0000	100.0000	41	0xbbd70	0xd0f70	0x175	0xe5	144	+0.629	o2->base	o2-od	
parity-gap	BASE/WINDOW	??0heroWindow@@QAE@XZ	72.9737	100.0000	72.9737	72.9737	100.0000	100.0000	41	0xba5c0	0xceb70	0x99	0xaa	-17	-0.100	base->base	od-od	
parity-gap	SOURCE/DRAWING	?ResetLimitCreature@combatManager@@QAEXXZ	81.4423	100.0000	81.4423	81.4423	100.0000	100.0000	41	0x38566	0x327e	0xdf	0x126	-71	-0.241	base->base	od-od	
parity-gap	SOURCE/Campaign	?ShowCampaignInfo@game@@QAEXHH@Z	96.1083	100.0000	96.1083	96.1083	100.0000	100.0000	40	0x226d2	0x47fb6	0x40a	0x48d	-131	-0.112	base->base	od-od	
parity-gap	SOURCE/SPELLS	?RippleCreature@combatManager@@QAEXHHH@Z	96.8034	100.0000	96.8034	96.8034	99.5014	100.0000	40	0x9e51a	0x26e4d	0x4ed	0x592	-165	-0.116	base->base_nogf	od-od	
parity-gap	BASE/Misc	?WritePrefsToRegistry@@YIXXZ	96.8254	100.0000	96.8254	96.8254	100.0000	100.0000	39	0xbedd0	0xc5570	0x4cb	0x491	58	+0.050	o2->base_nogf	o2-od	
parity-gap	SOURCE/ARMY	?CheckLuck@army@@QAEXXZ	92.8201	100.0000	92.8201	92.8201	100.0000	100.0000	39	0x1d6d1	0x4f93e	0x21d	0x282	-101	-0.157	base->base	od-od	
parity-gap	SOURCE/COMMAND	?ValidHexToStandOn@combatManager@@QAEHH@Z	86.6883	100.0000	86.6883	86.6883	100.0000	100.0000	39	0x2bb0e	0x2aa3d	0x123	0x181	-94	-0.244	base->base	od-od	
parity-gap	SOURCE/GAME	?GetRandomArtifactId@game@@QAEHHH@Z	87.1368	100.0000	87.1368	87.1368	100.0000	100.0000	39	0x5a9e8	0x7fcd0	0x132	0x17f	-77	-0.201	base->base	od-od	
parity-gap	SOURCE/EVENTS	?TownEvent@advManager@@QAEXPAVmapCell@@HH@Z	91.0000	100.0000	91.0000	91.0000	100.0000	100.0000	38	0x42d86	0xaf87c	0x1a7	0x1da	-51	-0.108	base->base_nogf	od-od	
parity-gap	SOURCE/GAME	?SetupAdjacentMons@game@@QAEXXZ	82.9206	100.0000	82.9206	82.9206	97.3913	100.0000	38	0x5bc76	0x8111f	0xdf	0xf1	-18	-0.075	base->base	od-od	
parity-gap	SOURCE/PHILAI	?EvaluateGenericSite@philAI@@QAEHPAVmapCell@@@Z	93.9873	100.0000	93.9873	93.9873	100.0000	100.0000	38	0x8aacf	0x45a89	0x274	0x299	-37	-0.056	base->base	od-od	
parity-gap	SOURCE/PHILAI	?TurnValueOfObelisk@philAI@@QAEMH@Z	87.5714	100.0000	87.5714	87.5714	100.0000	100.0000	38	0x8584e	0x3fd0c	0x133	0x175	-66	-0.177	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?TownGate@advManager@@QAEXH@Z	96.4270	100.0000	96.4270	96.4270	99.7600	100.0000	37	0x115f5	0x6785d	0x408	0x43e	-54	-0.050	base->base	od-od	
parity-gap	SOURCE/HISCORE	?Main@highScoreManager@@UAEHAAUtag_message@@@Z	91.8468	100.0000	91.8468	91.8468	100.0000	100.0000	37	0x65325	0x89c40	0x1ca	0x22a	-96	-0.173	base->base	od-od	
parity-gap	BASE/Misc	?FindStringInString@@YIPADPAD0@Z	69.2727	100.0000	69.2727	69.2727	90.6000	100.0000	36	0xbdf10	0xc4850	0x75	0x66	15	+0.147	o2->base_nogf	o2-od	
parity-gap	SOURCE/TOWNMGR	?SetupMage@townManager@@QAEXPAVheroWindow@@@Z	95.9449	100.0000	95.9449	95.9449	94.5840	100.0000	36	0xa9c0b	0x18fbb	0x379	0x3d8	-95	-0.097	base->base	od-od	
parity-gap	BASE/soundmgr	?Open@soundManager@@UAEHH@Z	95.2073	100.0000	95.2073	95.2073	100.0000	100.0000	35	0xb5d20	0xcc560	0x2df	0x3a8	-201	-0.215	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?GetCell@advManager@@QAEPAVmapCell@@HH@Z	73.5652	100.0000	73.5652	73.5652	91.4286	100.0000	35	0x8427	0x5e047	0x85	0x93	-14	-0.095	base->base	od-od	
parity-gap	SOURCE/PHILAI	?BuildCreature@philAI@@QAEXPAVtown@@HH@Z	94.6149	100.0000	94.6149	94.6149	100.0000	100.0000	35	0x87fff	0x42be0	0x285	0x2cd	-72	-0.100	base->base	od-od	
parity-gap	SOURCE/x_arena	?ArenaWindowHandler@@YIHAAUtag_message@@@Z	92.7857	100.0000	92.7460	92.7857	100.0000	100.0000	35	0xb2f5b	0xc03dc	0x1e1	0x25f	-126	-0.208	base->base	od-od	
parity-gap	BASE/TEXTWDGT	?Draw@textWidget@@UAEXXZ	74.0833	100.0000	74.0833	74.0833	100.0000	100.0000	34	0xc3470	0xd1490	0x82	0x49	57	+0.781	o2->base	o2-od	
parity-gap	BASE/soundmgr	?PollSound@soundManager@@QAEXXZ	93.7516	100.0000	93.7516	93.7516	100.0000	100.0000	34	0xb65e0	0xcd320	0x227	0x38f	-360	-0.395	base->base	od-od	
parity-gap	SOURCE/EVENTS	?DoWhirlpool@advManager@@QAEXPAVhero@@@Z	87.6829	100.0000	87.6829	87.6829	100.0000	100.0000	34	0x44b68	0xb1bcf	0x118	0x132	-26	-0.085	base->base_nogf	od-od	
parity-gap	BASE/WINDOW	??0heroWindow@@QAE@HHHHH@Z	78.2558	100.0000	78.2558	78.2558	100.0000	100.0000	33	0xba660	0xcec20	0x96	0xa5	-15	-0.091	base->base	od-od	
parity-gap	SOURCE/Overview	?Overview@game@@QAEXXZ	97.2829	100.0000	97.2829	97.2829	99.7855	100.0000	33	0x7bda1	0x9e89	0x4b2	0x4c7	-21	-0.017	base->base	od-od	
parity-gap	SOURCE/PHILAI	?CheckDoMain@@YIXHH@Z	90.5500	100.0000	90.5500	90.5500	100.0000	100.0000	33	0x7e376	0x379d0	0x161	0x180	-31	-0.081	base->base	od-od	
parity-gap	SOURCE/REQUEST	?Update@fileRequester@@QAEXH@Z	98.8235	100.0000	98.8235	98.8235	100.0000	100.0000	32	0x90ab6	0x8ef82	0xa9e	0xc42	-420	-0.134	base->base	od-od	
parity-gap	BASE/RESMGR	?ReadBlock@resourceManager@@QAEXPACK@Z	79.7692	100.0000	79.7692	79.7692	100.0000	100.0000	31	0xb8f60	0xc91b0	0x9b	0xbd	-34	-0.180	base_oi->base_gf	od-od	
parity-gap	SOURCE/ADVMGR	?FindAdjacentMonster@advManager@@QAEHHHPAH0HH@Z	96.5574	100.0000	96.5574	96.5574	97.5309	100.0000	31	0x136da	0x69bef	0x37a	0x3d3	-89	-0.091	base->base	od-od	
parity-gap	SOURCE/EVENTS	?RecruitSiteAIEvent@advManager@@QAEXPAVmapCell@@PAVhero@@@Z	92.2182	100.0000	92.2182	92.2182	100.0000	100.0000	31	0x47cda	0xb4ca4	0x189	0x18f	-6	-0.015	base->base_nogf	od-od	
parity-gap	SOURCE/Newgame	?NGKPSetupDisplayString@game@@QAEXPADG@Z	87.9857	100.0000	87.9857	87.9857	100.0000	100.0000	31	0x7850e	0xba1d0	0x104	0x11e	-26	-0.091	base->base	od-od	
parity-gap	SOURCE/SPELLS	?ResetBoltAngle@combatManager@@QAEXPAUSBolt@@@Z	94.7876	100.0000	94.7876	94.7876	99.9830	100.0000	31	0x9cc2f	0x251cd	0x25a	0x320	-198	-0.247	base->base_nogf	od-od	
parity-gap	SOURCE/CMBTMGR	?LoadArmies@combatManager@@QAEXXZ	96.0251	100.0000	96.0251	96.0251	100.0000	100.0000	30	0x27f44	0x922e5	0x2fd	0x36d	-112	-0.128	base->base	od-od	
parity-gap	SOURCE/GAME	?CalcBaseScore@@YIHH@Z	92.1333	100.0000	92.1333	92.1333	100.0000	100.0000	30	0x5efc5	0x84620	0x177	0x1ea	-115	-0.235	base->base	od-od	
parity-gap	SOURCE/PHILAI	?ValueOfBuyingHero@philAI@@QAEXPAVtown@@PAVhero@@AAHAAM@Z	94.1879	100.0000	94.1879	94.1879	100.0000	100.0000	30	0x83f03	0x3dff6	0x20a	0x2b2	-168	-0.243	base->base	od-od	
parity-gap	SOURCE/CMBTMGR	?CheckApplyBadMorale@combatManager@@QAEHHH@Z	92.1800	100.0000	92.1800	92.1800	94.8688	100.0000	29	0x28649	0x92afa	0x176	0x1cd	-87	-0.189	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?CastSpell@advManager@@QAEXH@Z	96.4633	100.0000	96.4633	96.4633	100.0000	100.0000	28	0xea8c	0x64b08	0x323	0x397	-116	-0.126	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?UpdateHeroLocator@advManager@@QAEXHHH@Z	96.3510	100.0000	96.3510	96.3510	100.0000	100.0000	28	0xa491	0x60465	0x2fe	0x348	-74	-0.088	base->base	od-od	
parity-gap	SOURCE/ADVMGR	?UpdateTownLocators@advManager@@QAEXHH@Z	95.7126	100.0000	95.7126	95.7126	100.0000	100.0000	28	0xa85c	0x608af	0x292	0x2e8	-86	-0.116	base->base	od-od	
parity-gap	SOURCE/CURSOR	?StopCursor@advManager@@QAEXH@Z	87.6607	100.0000	87.6607	87.6607	99.9701	100.0000	28	0x333f4	0xd718	0xe6	0x11c	-54	-0.190	base->base	od-od	
parity-gap	SOURCE/EVENTS	?JailEvent@advManager@@QAEXPAVmapCell@@PAVhero@@HH@Z	94.8679	100.0000	94.8679	94.8679	96.3846	100.0000	28	0x42b6c	0xaf652	0x21a	0x22a	-16	-0.029	base->base_nogf	od-od	
parity-gap	SOURCE/EVENTS	?RecruitSiteEvent@advManager@@QAEXPAVmapCell@@PAVhero@@@Z	92.3727	100.0000	92.3727	92.3727	100.0000	100.0000	28	0x42952	0xaf436	0x170	0x191	-33	-0.082	base->base_nogf	od-od	
parity-gap	SOURCE/SPELLS	?BloodLustEffect@combatManager@@QAEXPAVarmy@@H@Z	94.0147	100.0000	94.0147	94.0147	100.0000	100.0000	28	0x9c97d	0x24f49	0x1d3	0x192	65	+0.162	base->base_nogf	od-od	
parity-gap	SOURCE/Viewwrld	?ViewWorldDialogHandler@@YIHAAUtag_message@@@Z	97.7226	100.0000	97.7226	97.7226	100.0000	100.0000	28	0xaf6d0	0x34c1a	0x4d4	0x5e2	-270	-0.179	base->base	od-od	
parity-gap	BASE/EXEC	?AddManager@executive@@QAEHPAVbaseManager@@H@Z	91.7925	100.0000	91.7925	91.7925	100.0000	100.0000	26	0xc52f0	0xd18e0	0x13c	0xce	110	+0.534	o2->base	o2-od	
parity-gap	SOURCE/ARMY	?MidX@army@@QAEHXZ	70.6786	100.0000	70.6786	70.6786	100.0000	100.0000	26	0x2118f	0x53ce5	0x57	0x79	-34	-0.281	base->base	od-od	
parity-gap	SOURCE/CMBTMGR	?CheckApplyGoodMorale@combatManager@@QAEXHH@Z	94.0561	100.0000	94.0561	94.0561	100.0000	100.0000	26	0x2848f	0x9290f	0x1ba	0x1eb	-49	-0.100	base->base	od-od	
parity-gap	SOURCE/CMBTMGR	?LowerDoor@combatManager@@QAEXXZ	81.1081	100.0000	80.9730	81.1081	100.0000	100.0000	26	0x2a891	0x9525a	0x89	0xbd	-52	-0.275	base->base	od-od	
parity-gap	SOURCE/CMBTMGR	?RaiseDoor@combatManager@@QAEXXZ	85.9400	100.0000	85.9400	85.9400	100.0000	100.0000	26	0x2a91a	0x95317	0xb6	0xe6	-48	-0.209	base->base	od-od	
parity-gap	SOURCE/PHILAI	?ChooseToFightForArtifact@philAI@@QAEHHHH@Z	86.1385	100.0000	86.1385	86.1385	100.0000	100.0000	26	0x87b1f	0x42677	0xbd	0xfa	-61	-0.244	base->base	od-od	
parity-gap	SOURCE/REQUEST	?DoKnob@fileRequester@@QAEXXZ	95.6946	100.0000	95.6946	95.6946	100.0000	100.0000	26	0x9085b	0x8ec9a	0x25b	0x2e8	-141	-0.190	base->base	od-od	
parity-gap	SOURCE/REQUEST	?ShowThisMapGame@@YIHPAD@Z	0.0000	100.0000	0.0000	0.0000	100.0000	100.0000	26	0x8e7b0	0x8c9bb	0x1a	0xbb	-161	-0.861	base->base	od-od	yes
parity-gap	BASE/EXEC	?PrintManagerList@executive@@QAEXXZ	85.5660	100.0000	85.5660	85.5660	100.0000	100.0000	25	0xc5240	0xd1850	0xac	0x86	38	+0.284	o2->base	o2-od	
parity-gap	SOURCE/ADVMGR	?UpdBottomView@advManager@@QAEXHHH@Z	92.8370	100.0000	92.8370	92.8370	100.0000	100.0000	25	0xaaee	0x60b97	0x15e	0x1cc	-110	-0.239	base->base	od-od	
parity-gap	SOURCE/ARMY	?ModifyFrameInfo@@YIXPAUSMonFrameInfo@@H@Z	92.3684	100.0000	92.3684	92.3684	100.0000	100.0000	25	0x214f2	0x54117	0x14b	0x1e1	-150	-0.312	base->base	od-od	
parity-gap	SOURCE/COMMAND	?ShowEagleEyeSpell@combatManager@@QAEXPAVheroWindow@@@Z	96.6700	100.0000	96.6700	96.6700	100.0000	100.0000	25	0x2e93a	0x2dfc9	0x2f2	0x2f6	-4	-0.005	base->base	od-od	
parity-gap	SOURCE/COMMAND	?ShowSkeletons@combatManager@@QAEXPAVheroWindow@@@Z	95.4615	100.0000	95.4615	95.4615	100.0000	100.0000	25	0x2e715	0x2dd97	0x225	0x232	-13	-0.023	base->base	od-od	
