# Generated by `homm2 audit cross-version`; do not hand-edit.
# reference: /home/sheep/Projects/homm2/homm2-decomp
# lead: parity-gap = 2.0 reached 100% and this branch has not.
# transition: od-od = /Od both sides (shape transfers);
#             o2-od = 2.0 proved semantics only, /Od detail is new work.
# size_outlier: retail size delta outside the both-exact envelope
#               for its transition class - a body-change candidate.
lead	unit	symbol	buka_best	pol_best	buka_live	buka_max	pol_live	pol_max	unmatched_bytes	buka_rva	pol_rva	buka_size	pol_size	size_delta	size_rel	profile	transition	size_outlier
both-exact	SOURCE/SETUP	?ExpNewCampaignHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x94263	0x12f78	0xa1	0xd7	-54	-0.251	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?ExpStdGameHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x943a5	0x13126	0xa1	0xd7	-54	-0.251	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupBaud@game@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x92504	0x10ebf	0x137	0x141	-10	-0.031	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupBaudHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x93c71	0x127d2	0xfe	0x13e	-64	-0.201	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupCampaignGame@game@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x924e0	0x10e90	0x24	0x2f	-11	-0.234	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupCampaignGameHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x93b60	0x12676	0x13	0x1e	-11	-0.367	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupComPort@game@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x9263b	0x11000	0x1dc	0x200	-36	-0.070	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupComPortHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x93b73	0x12694	0xfe	0x13e	-64	-0.201	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupGame@game@@QAEHXZ	100.0000	100.0000	99.9848	100.0000	100.0000	100.0000	0	0x9333c	0x11d03	0x599	0x6c9	-304	-0.175	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupGameHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x9417c	0x12e2d	0xe7	0x14b	-100	-0.302	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupHotSeatGameHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x93d6f	0x12910	0xee	0x118	-42	-0.150	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupModemGame@game@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x92de5	0x11795	0x330	0x317	25	+0.032	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupModemGameHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x93e5d	0x12a28	0xef	0x12e	-63	-0.209	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupMultiPlayerGame@game@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x93115	0x11aac	0x227	0x257	-48	-0.080	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupMultiPlayerGameHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x93f4c	0x12b56	0xcf	0x108	-57	-0.216	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupNetworkGame2Handler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x940bc	0x12d35	0xc0	0xf8	-56	-0.226	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupNetworkGame@game@@QAEHXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x92a44	0x11438	0x120	0x127	-7	-0.024	base->base_nogf	od-od	
both-exact	SOURCE/SETUP	?SetupNetworkGameHandler@@YIHAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x9401b	0x12c5e	0xa1	0xd7	-54	-0.251	base->base_nogf	od-od	
both-exact	SOURCE/SMACKMGR	?ConvertSmackerPalette@@YIXPAE@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x94540	0x1000	0x3f	0x4e	-15	-0.192	base->base	od-od	
both-exact	SOURCE/SMACKMGR	?DoAdvance@@YIXPAUSmackTag@@HHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x9457f	0x104e	0x1ea	0x21f	-53	-0.098	base->base	od-od	
both-exact	SOURCE/SMACKMGR	?ExpansionCampaignRect@@YIHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x95a65	0x25ce	0x4f	0x65	-22	-0.218	base->base	od-od	
both-exact	SOURCE/SMACKMGR	?PointInRect@@YICHHPAUtag_rect@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x95ab4	0x2633	0x64	0x89	-37	-0.270	base->base	od-od	
both-exact	SOURCE/SMACKMGR	?PrintSummaryInfo@@YIXPAUSmackSumTag@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x95b18	0x26bc	0x243	0x251	-14	-0.024	base->base	od-od	
both-exact	SOURCE/SMACKMGR	?ShutDownSmacker@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x958e6	0x23f9	0x44	0x56	-18	-0.209	base->base	od-od	
both-exact	SOURCE/SPELLAI	?ClearEffects@combatManager@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x97724	0x88607	0x52	0x66	-20	-0.196	base->base	od-od	
both-exact	SOURCE/SPELLAI	?EffectSpellCreateCreature@combatManager@@QAEHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x96f02	0x87b8e	0x26d	0x34c	-223	-0.264	base->base	od-od	
both-exact	SOURCE/SPELLAI	?EffectSpellResurrect@combatManager@@QAEXPAHHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x97be4	0x88be2	0x13f	0x176	-55	-0.147	base->base	od-od	
both-exact	SOURCE/SPELLAI	?FirstArmy@combatManager@@QAEHHHPAH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x977b3	0x886ad	0x6c	0xa1	-53	-0.329	base->base	od-od	
both-exact	SOURCE/SPELLAI	?FirstResurrectable@combatManager@@QAEHHPAHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0x9781f	0x8874e	0x5a	0x73	-25	-0.217	base->base	od-od	
