unit	location	macro	old_address	entity
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:28	DATA	0x0052a214	static i32 s_currentWater;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:29	DATA	0x0052a218	static i32 s_bestTargetCost;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:30	DATA	0x0052a21c	static i32 s_adjacentMonsterX;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:31	DATA	0x0052a220	static i32 s_adjacentCost;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:32	DATA	0x0052a224	static i32 s_mapX;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:33	DATA	0x0052a228	static i32 s_neighborY;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:34	DATA	0x0052a22c	static i32 s_hasAdjacentMonster;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:35	DATA	0x0052a230	static H2_ENUM_STORAGE_STEPPED(MapDirection, i32) s_direction;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:36	DATA	0x0052a234	static i32 s_targetStepCost;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:37	DATA	0x0052a238	static i32 s_candidateY;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:38	DATA	0x0052a23c	static searchNode* s_neighborNode;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:39	DATA	0x0052a240	static H2_ENUM_STORAGE(TerrainType, i32) s_terrain;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:40	DATA	0x0052a248	static searchNode s_currentNode;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:41	DATA	0x0052a254	static i32 s_hasTarget;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:42	DATA	0x0052a258	static i8 s_directionCosts[SEARCH_DIRECTION_COUNT];
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:43	DATA	0x0052a260	static hero* s_currentHero;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:45	VA	0x004a25e0	i32 searchArray::BuildPath(
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:78	VA	0x004a26a0	void searchArray::SeedPosition(
SOURCE/SETUP	src/SOURCE/SETUP.cpp:61	VA	0x00410e90	i32 game::SetupCampaignGame(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:68	VA	0x00410ebf	i32 game::SetupBaud(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:70	DATA_COMPGEN	0x004ee24c	windowStpbaudBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:95	VA	0x00411000	i32 game::SetupComPort(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:99	DATA_COMPGEN	0x004ee258	setupComPortSCP1
SOURCE/SETUP	src/SOURCE/SETUP.cpp:100	DATA_COMPGEN	0x004ee260	setupWindowStpcomBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:103	DATA_COMPGEN	0x004ee26c	setupComPortSCP2
SOURCE/SETUP	src/SOURCE/SETUP.cpp:106	DATA_COMPGEN	0x004ee274	setupComPortSCP3
SOURCE/SETUP	src/SOURCE/SETUP.cpp:125	DATA_COMPGEN	0x004ee27c	setupComPortSCP4
SOURCE/SETUP	src/SOURCE/SETUP.cpp:128	DATA_COMPGEN	0x004ee284	setupComPortSCP5
SOURCE/SETUP	src/SOURCE/SETUP.cpp:130	DATA_COMPGEN	0x004ee28c	setupComPortATZ
SOURCE/SETUP	src/SOURCE/SETUP.cpp:131	DATA_COMPGEN	0x004ee290	setupComPortS
SOURCE/SETUP	src/SOURCE/SETUP.cpp:133	DATA_COMPGEN	0x004ee294	setupComPortPleaseEnterAnySpecialInitializationString
SOURCE/SETUP	src/SOURCE/SETUP.cpp:147	VA	0x00411200	i32 game::SetupHotSeatGame(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:152	DATA_COMPGEN	0x004ee304	windowStphotstBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:179	DATA_COMPGEN	0x004ee314	setupHotSeatGameEmptyString
SOURCE/SETUP	src/SOURCE/SETUP.cpp:182	DATA_COMPGEN	0x004ee318	setupHotSeatGameDoYouWishToEnterEach
SOURCE/SETUP	src/SOURCE/SETUP.cpp:186	DATA_COMPGEN	0x004ee344	setupHotSeatGameEmptyString2
SOURCE/SETUP	src/SOURCE/SETUP.cpp:187	DATA_COMPGEN	0x004ee348	setupHotSeatGameEnterPlayerDSName
SOURCE/SETUP	src/SOURCE/SETUP.cpp:195	VA	0x00411438	i32 game::SetupNetworkGame(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:198	DATA_COMPGEN	0x004ee360	windowStpnetBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:226	VA	0x0041155f	i32 game::SetupNetworkGame2(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:232	DATA_COMPGEN	0x004ee36c	windowStpnet2Bin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:240	DATA_COMPGEN	0x004ee378	setupNetworkGame2Version
SOURCE/SETUP	src/SOURCE/SETUP.cpp:284	VA	0x00411795	i32 game::SetupModemGame(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:289	DATA_COMPGEN	0x004ee380	setupModemGameSMC1
SOURCE/SETUP	src/SOURCE/SETUP.cpp:292	DATA_COMPGEN	0x004ee388	setupModemGameStpdcBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:294	DATA_COMPGEN	0x004ee394	setupModemGameStpdccfgBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:297	DATA_COMPGEN	0x004ee3a4	setupModemGameStpmodemBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:299	DATA_COMPGEN	0x004ee3b4	setupModemGameStpmcfgBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:304	DATA_COMPGEN	0x004ee3c0	setupModemGameSMC2
SOURCE/SETUP	src/SOURCE/SETUP.cpp:312	DATA_COMPGEN	0x004ee3c8	setupModemGameSMC3
SOURCE/SETUP	src/SOURCE/SETUP.cpp:314	DATA_COMPGEN	0x004ee3d0	setupModemGameSMC4
SOURCE/SETUP	src/SOURCE/SETUP.cpp:316	DATA_COMPGEN	0x004ee3d8	setupModemGameSMC5
SOURCE/SETUP	src/SOURCE/SETUP.cpp:320	DATA_COMPGEN	0x004ee3e0	setupModemGameSMC6
SOURCE/SETUP	src/SOURCE/SETUP.cpp:323	DATA_COMPGEN	0x004ee3e8	setupModemGameSMC7
SOURCE/SETUP	src/SOURCE/SETUP.cpp:326	DATA_COMPGEN	0x004ee3f0	setupModemGameSMC8
SOURCE/SETUP	src/SOURCE/SETUP.cpp:328	DATA_COMPGEN	0x004ee3f8	setupModemGameSMC9
SOURCE/SETUP	src/SOURCE/SETUP.cpp:331	DATA_COMPGEN	0x004ee400	setupModemGamePleaseEnterTheTelephoneNumber
SOURCE/SETUP	src/SOURCE/SETUP.cpp:339	DATA_COMPGEN	0x004ee424	setupModemGameSMCA
SOURCE/SETUP	src/SOURCE/SETUP.cpp:356	VA	0x00411aac	i32 game::SetupMultiPlayerGame(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:361	DATA_COMPGEN	0x004ee42c	windowStpmpBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:395	DATA_COMPGEN	0x004ee438	setupMultiPlayerGameCommonModem1
SOURCE/SETUP	src/SOURCE/SETUP.cpp:397	DATA_COMPGEN	0x004ee448	setupMultiPlayerGameCommonModem2
SOURCE/SETUP	src/SOURCE/SETUP.cpp:400	DATA_COMPGEN	0x004ee458	setupMultiPlayerGameCommonModem3
SOURCE/SETUP	src/SOURCE/SETUP.cpp:402	DATA_COMPGEN	0x004ee468	setupMultiPlayerGameCommonModem4
SOURCE/SETUP	src/SOURCE/SETUP.cpp:406	DATA_COMPGEN	0x004ee478	setupMultiPlayerGameCommonModem5
SOURCE/SETUP	src/SOURCE/SETUP.cpp:410	DATA_COMPGEN	0x004ee488	setupMultiPlayerGameCommonModem6
SOURCE/SETUP	src/SOURCE/SETUP.cpp:412	DATA_COMPGEN	0x004ee498	setupMultiPlayerGameCommonModem7
SOURCE/SETUP	src/SOURCE/SETUP.cpp:420	VA	0x00411d03	i32 game::SetupGame(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:425	DATA_COMPGEN	0x004ee4a8	setupGameSetup0
SOURCE/SETUP	src/SOURCE/SETUP.cpp:494	DATA_COMPGEN	0x004ee4b0	setupGameSetup0a
SOURCE/SETUP	src/SOURCE/SETUP.cpp:508	DATA_COMPGEN	0x004ee4bc	setupGameStpnewgmBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:532	DATA_COMPGEN	0x004ee4cc	setupGameXLoadcmBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:551	DATA_COMPGEN	0x004ee4dc	setupGameXLoadcmBin2
SOURCE/SETUP	src/SOURCE/SETUP.cpp:589	DATA_COMPGEN	0x004ee4ec	setupGameSetup1
SOURCE/SETUP	src/SOURCE/SETUP.cpp:591	DATA_COMPGEN	0x004ee4f8	setupGameSetup2
SOURCE/SETUP	src/SOURCE/SETUP.cpp:593	DATA_COMPGEN	0x004ee504	setupGameSetup3
SOURCE/SETUP	src/SOURCE/SETUP.cpp:604	VA	0x004123cc	i32 game::PickLoadGame(void)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:615	DATA_COMPGEN	0x004ee510	pickLoadGameGMC
SOURCE/SETUP	src/SOURCE/SETUP.cpp:617	DATA_COMPGEN	0x004ee518	pickLoadGameGXC
SOURCE/SETUP	src/SOURCE/SETUP.cpp:620	DATA_COMPGEN	0x004ee520	pickLoadGameAtLeastOnePlayerDoesNot
SOURCE/SETUP	src/SOURCE/SETUP.cpp:632	DATA_COMPGEN	0x004ee5a0	pickLoadGameGMD
SOURCE/SETUP	src/SOURCE/SETUP.cpp:634	DATA_COMPGEN	0x004ee5a8	pickLoadGameXMapmnuBin
SOURCE/SETUP	src/SOURCE/SETUP.cpp:652	DATA_COMPGEN	0x004ee5b8	pickLoadGameGXD
SOURCE/SETUP	src/SOURCE/SETUP.cpp:654	DATA_COMPGEN	0x004ee5c0	pickLoadGameGMD2
SOURCE/SETUP	src/SOURCE/SETUP.cpp:678	VA	0x00412676	MessageDispatchResult SetupCampaignGameHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:683	VA	0x00412694	MessageDispatchResult SetupComPortHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:740	VA	0x004127d2	MessageDispatchResult SetupBaudHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:797	VA	0x00412910	MessageDispatchResult SetupHotSeatGameHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:842	VA	0x00412a28	MessageDispatchResult SetupModemGameHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:896	VA	0x00412b56	MessageDispatchResult SetupMultiPlayerGameHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:938	VA	0x00412c5e	MessageDispatchResult SetupNetworkGameHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:974	VA	0x00412d35	MessageDispatchResult SetupNetworkGame2Handler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:1013	VA	0x00412e2d	MessageDispatchResult SetupGameHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:1063	VA	0x00412f78	MessageDispatchResult ExpNewCampaignHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:1099	VA	0x0041304f	MessageDispatchResult ExpLoadCampaignHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:1135	VA	0x00413126	MessageDispatchResult ExpStdGameHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:1171	VA	0x004131fd	MessageDispatchResult BaseSetupHandler(struct tag_message& message)
SOURCE/SETUP	src/SOURCE/SETUP.cpp:1199	DATA	0x004ee248	b32 gbDoModemConfig = false;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:70	DATA	0x00522f7c	static i8 bExpansionSmackNum;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:72	VA	0x00401000	void ConvertSmackerPalette(u8* paletteData)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:81	VA	0x0040104e	void DoAdvance(Smack* smack, i32 drawFrame, i32 advanceFrame, i32 updatePalette, i32 skipPalette)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:143	VA	0x0040126d	void SmackManagerMain(void)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:164	DATA_COMPGEN	0x004ecd54	smackManagerMainBrothersIcn
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:184	DATA_COMPGEN	0x004ecd64	smackManagerMainSSSS1
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:190	DATA_COMPGEN	0x004ecd6c	smackManagerMainSSSS2
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:195	DATA_COMPGEN	0x004ecd74	smackManagerMainIProjectsHeroesArtFin3d
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:197	DATA_COMPGEN	0x004ecd94	smackManagerMainDATA
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:202	DATA_COMPGEN	0x004ecd9c	smackManagerMainSSSMK
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:204	DATA_COMPGEN	0x004ecda8	smackManagerMainSSSMK2
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:217	DATA_COMPGEN	0x004ecdb4	smackManagerMainErrorReadingTheHeroes2Expansion
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:229	DATA_COMPGEN	0x004ecde8	smackManagerMainCDROMDriveErrorExiting
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:245	DATA_COMPGEN	0x004ece08	smackManagerMainSSSMK3
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:247	DATA_COMPGEN	0x004ece14	smackManagerMainSSSMK4
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:292	DATA_COMPGEN	0x004ece20	smackManagerMainAdvmiceMse
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:295	DATA_COMPGEN	0x004ece2c	smackManagerMainXIvyIcn
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:300	DATA_COMPGEN	0x004ece40	smackManagerMainSSSMK5
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:300	DATA_COMPGEN	0x004ece38	smackManagerMainIVYPOL
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:324	DATA_COMPGEN	0x004ece4c	smackManagerMainAdvmiceMse2
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:430	DATA_COMPGEN	0x004ece58	smackManagerMainSSSMK6
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:493	DATA_COMPGEN	0x004ece64	smackManagerMainAdvmiceMse3
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:559	VA	0x004023f9	void ShutDownSmacker(void)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:569	VA	0x0040244f	i32 PlaySmacker(i32 smackNumber)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:609	DATA	0x004ec040	i32 bSmackSound = 0;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:610	DATA	0x004ec044	icon* brotherIcon = NULL;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:611	DATA	0x004ec048	static tag_rect expansionCampaignRects[EXPANSION_RECT_COUNT] =
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:614	VA	0x004025ce	ExpansionCampaignId ExpansionCampaignRect(i32 x, i32 y)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:624	VA	0x00402633	i8 PointInRect(i32 x, i32 y, tag_rect* rect)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:637	VA	0x004026bc	void PrintSummaryInfo(SmackSum* summary)
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:641	DATA_COMPGEN	0x004ece70	printSummaryInfoNameS
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:649	DATA_COMPGEN	0x004ecea8	printSummaryTotalTime
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:655	DATA_COMPGEN	0x004ecee4	printSummaryMillisecondsPerFrame
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:663	DATA_COMPGEN	0x004ecf20	printSummaryOpenTime
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:671	DATA_COMPGEN	0x004ecf5c	printSummaryDisplayedFrames
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:679	DATA_COMPGEN	0x004ecf98	printSummarySkippedFrames
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:687	DATA_COMPGEN	0x004ecfd4	printSummaryBlitTime
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:695	DATA_COMPGEN	0x004ed010	printSummaryReadTime
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:703	DATA_COMPGEN	0x004ed04c	printSummaryDecompressionTime
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:711	DATA_COMPGEN	0x004ed088	printSummaryIOSpeed
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:719	DATA_COMPGEN	0x004ed0c4	printSummarySlowestFrameTime
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:727	DATA_COMPGEN	0x004ed100	printSummarySecondSlowestFrameTime
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:735	DATA_COMPGEN	0x004ed13c	printSummarySlowestFrameNumber
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:743	DATA_COMPGEN	0x004ed178	printSummarySecondSlowestFrameNumber
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:751	DATA_COMPGEN	0x004ed1b4	printSummaryAverageFrameSize
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:759	DATA_COMPGEN	0x004ed1f0	printSummaryHighestMemoryAllocation
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:769	DATA	0x004ec068	icon* backImage = NULL;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:770	DATA	0x004ec070	SSmackOptions SmackOptions[SMACK_OPTION_COUNT] =
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:845	DATA	0x004ecd48	i32 bTesting = 0;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:846	DATA	0x004ecd4c	Smack* smk1 = NULL;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:847	DATA	0x004ecd50	Smack* smk2 = NULL;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:848	DATA	0x00522f20	i8 bSmackNum;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:849	DATA	0x00522f24	b32 gbLastFramePlayed;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:850	DATA	0x00522f28	SmackSum smksum;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:851	DATA	0x00522f80	b32 gbPlayedThrough;
SOURCE/SMACKMGR	src/SOURCE/SMACKMGR.cpp:852	DATA	0x00522f84	i8 bMainDone;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:10	DATA	0x004eb798	static const float COMBAT_SPELL_AI_BLIND_MODIFIER = -0.4f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:11	DATA	0x004eb79c	static const float COMBAT_SPELL_AI_BERSERK_MODIFIER = -0.55f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:12	DATA	0x004eb7a0	static const float COMBAT_SPELL_AI_PARALYZE_MODIFIER = -0.5f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:13	DATA	0x004eb7a4	static const float COMBAT_SPELL_AI_HYPNOTIZE_MODIFIER = -0.65f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:14	DATA	0x004eb7a8	static const float COMBAT_SPELL_AI_PETRIFIED_MODIFIER = -0.25f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:15	DATA	0x004eb7ac	static const float COMBAT_SPELL_AI_BLOODLUST_MODIFIER = 0.14f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:16	DATA	0x004eb7b0	static const float COMBAT_SPELL_AI_STONE_SKIN_MODIFIER = DATA_COMPGEN(0x004eb7d8, sKINMODIFIERConstant, 0.16f);
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:16	DATA_COMPGEN	0x004eb7d8	sKINMODIFIERConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:17	DATA	0x004eb7b4	static const float COMBAT_SPELL_AI_DRAGON_SLAYER_MODIFIER = 0.28f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:18	DATA	0x004eb7b8	static const float COMBAT_SPELL_AI_ANTI_MAGIC_MODIFIER = DATA_COMPGEN(0x004eb7dc, mAGICMODIFIERConstant, 0.2f);
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:18	DATA_COMPGEN	0x004eb7dc	mAGICMODIFIERConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:19	DATA	0x004eb7bc	static const float COMBAT_SPELL_AI_STEEL_SKIN_MODIFIER = 0.28f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:20	DATA	0x004eb7c0	static const float COMBAT_SPELL_AI_SHIELD_MODIFIER = 0.45f;
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:25	DATA_COMPGEN	0x004eb7e0	dEFAULTMODIFIERConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:63	VA	0x004867c0	i32 combatManager::DoSpellAI(H2_ENUM_PARAM(CombatSide, i32) side, i32 restricted)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:124	VA	0x00486a39	void combatManager::DetermineEffectOfSpell(SpellType spell, i32* bestEffect, i32* bestHex)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:320	DATA_COMPGEN	0x004eb7c8	determineEffectOfSpellConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:586	DATA_COMPGEN	0x004eb7d0	determineEffectOfSpellConstant2
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:791	VA	0x00487b8e	i32 combatManager::EffectSpellCreateCreature(i32 hex, SpellType spell)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:847	DATA_COMPGEN	0x004eb7e8	effectSpellCreateCreatureConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:852	VA	0x00487eda	i32 combatManager::RawEffectSpellInfluence(army* target, ArmySpellInfluence influence)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:858	DATA_COMPGEN	0x004eb7f0	rawEffectSpellInfluenceConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:902	DATA_COMPGEN	0x004eb7f8	rawEffectSpellInfluenceConstant2
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:907	DATA_COMPGEN	0x004eb7fc	rawEffectSpellInfluenceConstant3
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:917	DATA_COMPGEN	0x004eb800	rawEffectSpellInfluenceConstant4
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:984	DATA_COMPGEN	0x004eb808	rawEffectSpellInfluenceConstant5
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:985	DATA_COMPGEN	0x004eb7c4	rawEffectSpellInfluenceConstant6
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1004	VA	0x00488607	void combatManager::ClearEffects(void)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1014	VA	0x0048866d	void combatManager::NextPos(i32* hex)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1022	VA	0x004886ad	i32 combatManager::FirstArmy(i32 startHex, i32 side, i32* hex)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1036	VA	0x0048874e	i32 combatManager::FirstResurrectable(
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1053	VA	0x004887c1	void combatManager::EffectSpellCure(i32* effect, i32 targetSide, i32 targetIndex, i32 cure)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1090	DATA_COMPGEN	0x004eb810	effectSpellCureConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1172	VA	0x00488be2	void combatManager::EffectSpellResurrect(i32* effect, i32 hex, SpellType spell)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1191	DATA_COMPGEN	0x004eb818	effectSpellResurrectConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1194	VA	0x00488d58	void combatManager::EffectSpellDamage(i32* effect, SpellType spell, i32 targetHex)
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1418	DATA_COMPGEN	0x004eb820	effectSpellDamageConstant
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1524	DATA_COMPGEN	0x004eb828	effectSpellDamageConstant2
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1543	DATA_COMPGEN	0x004eb830	effectSpellDamageConstant3
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1546	DATA	0x004f80b8	float gfDurationMods[COMBAT_DURATION_MOD_COUNT] =
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1548	DATA	0x004f80e8	float gfCancelDurationMods[COMBAT_CANCEL_DURATION_MOD_COUNT] =
SOURCE/SPELLAI	src/SOURCE/SPELLAI.cpp:1550	DATA	0x005284b4	i32 giCurrSpellGroup;
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:30	DATA_COMPGEN	0x004eb1ec	aMPLITUDEBASEConstant
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:31	DATA_COMPGEN	0x004eb1f0	aMPLITUDESTEPConstant
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:32	DATA_COMPGEN	0x004eb1f4	aMPLITUDEBASEConstant2
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:33	DATA_COMPGEN	0x004eb1f8	aMPLITUDESTEPConstant2
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:34	DATA_COMPGEN	0x004eb1e8	eNDDELAYConstant
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:35	DATA_COMPGEN	0x004eb160	fRAMEDELAYConstant2
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:36	DATA_COMPGEN	0x004eb1fc	fRAMEDELAYConstant
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:38	DATA_COMPGEN	0x004eb200	blastFrameDelay
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:39	DATA_COMPGEN	0x004eb154	rAYDELAYConstant
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:41	DATA_COMPGEN	0x004eb184	aNIMATIONDELAYConstant2
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:42	DATA_COMPGEN	0x004eb188	aNIMATIONDELAYConstant
SOURCE/SPELLS	src/SOURCE/SPELLS.cpp:43	DATA_COMPGEN	0x004eb190	pALETTEDELAYConstant
