unit	location	macro	old_address	entity
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6942	DATA	0x004f2118	float gfAttackComputerBonus = 0.8f; // NOLINT(readability-magic-numbers)
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6943	DATA	0x004f211c	i32 iLastFrameRateTimer = 0;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6944	DATA	0x004f22bc	i32 bSVSearchArrayInUse = 0;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6945	DATA	0x004f2340	i32 bEvaluatingTravelGates = 1;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6946	DATA	0x00525620	b32 gbReduceByBerserk;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6947	DATA	0x00525624	float fBerserkFactor;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6948	DATA	0x00525628	i32 giCurPlayer;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6949	DATA	0x0052562c	i8 giBuildShipyard[AI_PLAYER_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6950	DATA	0x00525634	i32 giMaxHeroesForThisPlayer;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6951	DATA	0x00525638	i8 giBuildBoat[AI_PLAYER_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6952	DATA	0x00525640	float fReduceFactor;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6953	DATA	0x00525644	u8 giCurPlayerBit;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6954	DATA	0x00525648	i32 giBestShipyardDist;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6955	DATA	0x0052564c	i32 bHeroBuiltThisTurn;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6956	DATA	0x00525650	i16 gaiHeroLiveChance[GAME_HERO_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6957	DATA	0x005256bc	i32 giHumanTownConquered;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6958	DATA	0x005256c0	i32 giCurTurn;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6959	DATA	0x005256c8	i32 costTemp[AI_PURCHASE_RESOURCE_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6960	DATA	0x005256e4	i32 iAlphaMale;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6961	DATA	0x005256e8	i32 iDummy;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6962	DATA	0x005256ec	b32 gbPossibleShipyardFound;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6963	DATA	0x00527c08	float gafAITurnCostResource[AI_PURCHASE_RESOURCE_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6964	DATA	0x00527c24	i32 iCurPlaceToVisit;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6965	DATA	0x00527c28	i32 giBestShipyardId;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6966	DATA	0x00527c2c	b32 gbActualBoatFound;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6967	DATA	0x00527c30	u8 giCurWatchPlayerBit;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6968	DATA	0x00527c34	playerData* gpCurPlayer;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6969	DATA	0x00527c38	float gfHeroInteractionBonus[GAME_HERO_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6970	DATA	0x00527d10	b32 gbBerserk;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6971	DATA	0x00527d14	i32 giCurAIHeroMorale;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6972	DATA	0x00527d18	i8 giBuildBoatStuffTurn[AI_PLAYER_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6973	DATA	0x00527d20	i32 iPlacesVisited[ADVMGR_PLACE_VISIT_COUNT][ADVMGR_PLACE_COORDINATE_COUNT];
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6974	DATA	0x00527e10	b32 gbReduceByReload;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6975	DATA	0x00527e14	b32 gbTroopReload;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6976	DATA	0x00527e18	i32 giCurAIHeroLuck;
SOURCE/PHILAI	src/SOURCE/PHILAI.cpp:6977	DATA	0x00527e1c	b32 gbActualShipyardFound;
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:57	VA	0x0048b310	void SetupRecruitWin(
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:72	DATA_COMPGEN	0x004f8594	setupRecruitWinSS
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:72	DATA_COMPGEN	0x004f858c	setupRecruitWinRecruit
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:79	DATA_COMPGEN	0x004f859c	setupRecruitWinD
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:83	DATA_COMPGEN	0x004f85a0	setupRecruitWinD2
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:88	DATA_COMPGEN	0x004f85b0	setupRecruitWinSD
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:88	DATA_COMPGEN	0x004f85a4	setupRecruitWinAvailable
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:93	DATA_COMPGEN	0x004f85b8	setupRecruitWinMonh04dIcn
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:110	VA	0x0048b49c	i32 recruitUnit::Open(i32 priority)
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:118	DATA_COMPGEN	0x004f85c8	openRecruit0Bin
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:118	DATA_COMPGEN	0x004f85d8	openRecruit1Bin
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:133	DATA_COMPGEN	0x004f85e8	openAdvmiceMse
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:172	DATA_COMPGEN	0x004f85f4	openRecruitManager
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:176	VA	0x0048b6e7	void recruitUnit::Close(void)
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:182	DATA_COMPGEN	0x004f8604	closeThereIsNoRoomInThe
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:208	VA	0x0048b7ce	void recruitUnit::Update(void)
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:216	DATA_COMPGEN	0x004f8640	updateSD
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:216	DATA_COMPGEN	0x004f8634	updateAvailable
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:220	DATA_COMPGEN	0x004f8648	updateD
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:224	DATA_COMPGEN	0x004f864c	updateD2
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:229	DATA_COMPGEN	0x004f8650	updateD3
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:235	VA	0x0048b8f0	MessageDispatchResult recruitUnit::Main(struct tag_message& message)
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:350	VA	0x0048bd0b	recruitUnit::recruitUnit(class armyGroup* army, CreatureType creatureType, i16* available)
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:375	VA	0x0048bdea	recruitUnit::recruitUnit(class town* townData, i32 dwelling, i32 refreshTown)
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:400	VA	0x0048bee5	void QuickViewRecruit(class town* townData, i32 dwelling)
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:430	DATA_COMPGEN	0x004f8654	quickViewRecruitRecruiq0Bin
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:430	DATA_COMPGEN	0x004f8664	quickViewRecruitRecruiq1Bin
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:441	VTBL	0x004eb848	recruitUnit
SOURCE/RECRUIT	src/SOURCE/RECRUIT.cpp:443	DATA	0x00528578	HMENU hmnuRecruitSave;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:47	DATA	0x00516f60	i32 iInOrderCtr = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:48	DATA	0x00516f64	i32 iCurLastID = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:49	DATA	0x00516f68	i32 giLastConfirm = -1;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:50	DATA	0x00516f6c	H2_ENUM_STORAGE(RemoteGameMode, u8) GameMode = REMOTE_GAME_NONE;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:51	DATA	0x00516f70	i32l lLastHeartbeatSend = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:52	DATA	0x00516f74	b32 gbInRemoteMain = false;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:53	DATA	0x00516f78	b32 gbInRemoteCleanup = false;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:54	DATA	0x00516f7c	i32 iIDCtr = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:55	DATA	0x00516f80	i32 iTimesDropped = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:56	DATA	0x00516f84	b8 gbInNetSetup = false;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:57	DATA	0x00516f88	i32 bUseDirectPlay = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:58	DATA	0x00516f8c	i32 bUseWinsock = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:59	DATA	0x00516f90	i8 bInTimeoutFail = 0;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:60	DATA	0x00516f98	i32
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:62	DATA	0x00516fb8	i32 iIRQ[REMOTE_IRQ_COUNT] = {1, 2, 3, 4, 5, 7, 9};
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:63	DATA	0x00517118	static i16 gGetRemoteDataLineBase = 716; // NOLINT(readability-magic-numbers)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:64	DATA	0x00517148	static i16 gPollRemoteLineBase = 757; // NOLINT(readability-magic-numbers)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:66	VA	0x004a3080	void RemoteCleanup(void)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:68	DATA_COMPGEN	0x00516fd4	remoteCleanupRC1
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:71	DATA_COMPGEN	0x00516fd8	remoteCleanupRC2
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:77	DATA_COMPGEN	0x00516fdc	remoteCleanupRC3
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:112	VA	0x004a3208	void RemoteMain(RemoteGameMode gameMode)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:127	DATA_COMPGEN	0x00516fe0	remoteMainInRemoteMain
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:128	DATA_COMPGEN	0x00516ff0	remoteMainRM1
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:131	DATA_COMPGEN	0x00516ff8	remoteMainPlayerD
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:133	DATA_COMPGEN	0x00517004	remoteMainRM2
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:140	DATA_COMPGEN	0x0051700c	remoteMainRM3
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:150	DATA_COMPGEN	0x00517014	remoteMainRM4
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:154	DATA_COMPGEN	0x0051701c	remoteMainRM5
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:157	DATA_COMPGEN	0x00517024	remoteMainRM6
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:160	DATA_COMPGEN	0x0051702c	remoteMainRM7
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:168	DATA_COMPGEN	0x00517034	remoteMainPleaseEnterAHandleByWhich
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:205	DATA_COMPGEN	0x00517068	remoteMainMH1
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:210	DATA_COMPGEN	0x0051706c	remoteMainMH2
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:225	DATA_COMPGEN	0x00517070	remoteMainRM22
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:231	DATA_COMPGEN	0x00517078	remoteMainRM32
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:233	DATA_COMPGEN	0x00517080	remoteMainRM42
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:254	DATA_COMPGEN	0x00517088	remoteMainRM52
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:264	DATA_COMPGEN	0x00517090	remoteMainRM62
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:305	DATA_COMPGEN	0x00517098	remoteMainOutRemoteMain
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:309	VA	0x004a38e2	void UnloadRemoteDriver(i16 networkDriver)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:326	VA	0x004a3967	i32 calc_crc_long(u8* data, i32 length)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:350	VA	0x004a39f4	void calc_crc(u16* crc, u8* data, i32 length)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:355	VA	0x004a3a20	i32 EncodePacket(u8* data, char source, char destination, i32 length)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:371	VA	0x004a3aa7	i32 DecodePacket(u8* data, i32)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:382	DATA_COMPGEN	0x005170a8	decodePacketNotMineD
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:393	DATA_COMPGEN	0x005170b8	decodePacketCRCCheckFailedCRC1D
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:404	VA	0x004a3be1	i32 SendRemoteData(u8* dataToSend, u8*, i32 destination, i32 length)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:435	DATA_COMPGEN	0x005170dc	sendRemoteDataBadReturnOnSendData
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:460	VA	0x004a3d6f	i32 ReceiveRemoteData(u8*, u8* data, i32 decodeType)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:497	VA	0x004a3ec7	i32 TransmitRemoteData(
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:556	DATA_COMPGEN	0x005170f4	transmitRemoteDataErrorSendingDataKeepTrying
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:575	VA	0x004a40e1	char* GetRemoteData(i8 remove)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:595	DATA_COMPGEN	0x0051711c	getRemoteDataSourceFile
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:604	VA	0x004a41ec	void PollRemote(void)
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:670	DATA_COMPGEN	0x0051714c	pollRemoteSSComputerIsNotResponding
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:701	DATA_COMPGEN	0x0051719c	pollRemoteSSComputerIsNotResponding2
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:708	DATA_COMPGEN	0x005171ec	pollRemoteYourRemoteConnectionToTheOther
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:725	DATA_COMPGEN	0x0051725c	pollRemotePLYREXIT
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:728	DATA_COMPGEN	0x00517268	pollRemoteTheCurrentGameHasBeenSaved
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:737	DATA_COMPGEN	0x005172e8	pollRemoteEmptyString
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:800	DATA_COMPGEN	0x005172ec	pollRemoteSourceFile
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:815	VA	0x004a48e0	i32 TransmitAndWait(
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:849	DATA_COMPGEN	0x00517318	transmitAndWaitErrorSendingDataKeepTrying
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:882	DATA	0x0052a268	char rcvBufOut[REMOTE_TRANSPORT_BUFFER_SIZE];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:883	DATA	0x0052a378	i32 iLastIds[REMOTE_RECENT_ID_COUNT];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:884	DATA	0x0052a3f0	char PacketSend[REMOTE_ENCODED_BUFFER_SIZE];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:885	DATA	0x0052a4fc	char gbUseDiffCompression;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:886	DATA	0x0052a500	char gbUseRegularCompression;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:887	DATA	0x0052a508	i32 iInOrder[REMOTE_QUEUE_STORAGE_COUNT];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:888	DATA	0x0052a730	char sndBuf[REMOTE_TRANSPORT_BUFFER_SIZE];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:889	DATA	0x0052a840	char gcThisNetName[REMOTE_NET_NAME_SIZE];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:890	DATA	0x0052a860	i32l lLastHeartbeatReceive[REMOTE_PLAYER_COUNT];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:891	DATA	0x0052a878	char packet[REMOTE_TRANSPORT_BUFFER_SIZE];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:892	DATA	0x0052a988	SNetPlayerInfo gsNetPlayerInfo[REMOTE_PLAYER_COUNT];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:893	DATA	0x0052aa58	char rcvBufIn[REMOTE_TRANSPORT_BUFFER_SIZE];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:894	DATA	0x0052ab68	char* rcvBuf[REMOTE_QUEUE_STORAGE_COUNT];
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:895	DATA	0x0052ad90	i32 bGotGameType;
SOURCE/REMOTE	src/SOURCE/REMOTE.cpp:896	DATA	0x0052ad98	SNetPlayerInfo gsThisNetPlayerInfo;
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:74	VA	0x0048c920	i32 GetMapHeader(char* filename, struct SMapHeader* header)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:76	DATA_COMPGEN	0x004f8678	getMapHeaderSS
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:86	VA	0x0048c9a0	i32 CheckSumIsDemoOK(char*)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:91	VA	0x0048c9bb	i32 ShowThisMapGame(char* filename)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:104	DATA_COMPGEN	0x004f8680	showThisMapGameBROKENA
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:110	VA	0x0048ca76	i32 ShowThisMap(char*)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:115	VA	0x0048ca91	i32 fileRequester::InitializeFiles(char* directory, char* pattern, i32 countOnly)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:129	DATA_COMPGEN	0x004f8688	initializeFilesSS
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:182	DATA_COMPGEN	0x004f8690	initializeFilesEmptyString
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:183	DATA_COMPGEN	0x004f8694	initializeFilesEmptyString2
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:187	DATA_COMPGEN	0x004f8698	initializeFilesSS2
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:240	DATA_COMPGEN	0x004f86a0	initializeFilesSS3
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:247	VA	0x0048d252	fileRequester::fileRequester(
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:269	DATA_COMPGEN	0x004eb870	mapListGutterTravelLength
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:272	DATA_COMPGEN	0x004eb874	gutterMinimumY
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:275	DATA_COMPGEN	0x004eb878	standardListGutterTravelLength
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:288	VA	0x0048d3c0	i32 fileRequester::MapExistsForFilter(FileRequesterMapSizeFilter filter)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:297	VA	0x0048d423	void fileRequester::SetupFiles(void)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:307	VA	0x0048d48f	void fileRequester::CleanUpData(void)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:323	VA	0x0048d556	void fileRequester::Close(void)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:336	VA	0x0048d5e1	i32 fileRequester::Open(i32 id)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:338	DATA_COMPGEN	0x004f86a8	openEmptyString
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:346	DATA_COMPGEN	0x004f86ac	openRequestsBin
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:347	DATA_COMPGEN	0x004f86bc	openRequestBin
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:359	DATA_COMPGEN	0x004f86c8	openScrollcnIcn
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:387	DATA_COMPGEN	0x004f86d8	openFileToSave
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:414	DATA_COMPGEN	0x004f86e8	openFileToLoad
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:432	DATA_COMPGEN	0x004f86f8	openNEWGAME
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:440	DATA_COMPGEN	0x004f8700	openFileRequester
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:444	VA	0x0048da47	void fileRequester::SetOK(i32 enabled)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:469	VA	0x0048daec	MessageDispatchResult fileRequester::Main(struct tag_message& message)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:492	DATA_COMPGEN	0x004f8710	mainEmptyString
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:551	DATA_COMPGEN	0x004f8714	mainPleaseMakeASelectionFromThe
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:684	DATA_COMPGEN	0x004f874c	mainNoMapsExistForDHuman
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:690	DATA_COMPGEN	0x004f877c	mainNoMapsExistForDHuman2
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:712	DATA_COMPGEN	0x004f87b0	mainEmptyString2
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:746	DATA_COMPGEN	0x004f87b4	mainEmptyString3
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:776	DATA_COMPGEN	0x004eb87c	fileRequesterGutterScale
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:859	DATA_COMPGEN	0x004f87cc	mainGMC
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:860	DATA_COMPGEN	0x004f87d4	mainGXC
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:867	DATA_COMPGEN	0x004f87dc	mainTheGameYouHaveChosenOnly
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:889	DATA_COMPGEN	0x004f8848	mainTheGameYouHaveChosenWas
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:920	VA	0x0048ec9a	void fileRequester::DoKnob(void)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:973	VA	0x0048ef82	void fileRequester::Update(i32 drawWindow)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1027	DATA_COMPGEN	0x004f88c8	updateS
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1031	DATA_COMPGEN	0x004f88cc	updateS2
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1035	DATA_COMPGEN	0x004f88d0	updateS3
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1103	DATA_COMPGEN	0x004f88d4	updateS4
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1105	DATA_COMPGEN	0x004f88d8	updateS5
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1129	DATA_COMPGEN	0x004f88dc	updateS6
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1131	DATA_COMPGEN	0x004f88e0	updateS7
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1147	DATA_COMPGEN	0x004eb880	scrollCenterDivisor
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1161	VA	0x0048fbc4	char* fileRequester::GetFilename(void)
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1169	DATA_COMPGEN	0x004f88e8	getFilenameSS
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1174	DATA_COMPGEN	0x004f88f0	getFilenameSS2
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1179	DATA_COMPGEN	0x004f88f8	getFilenameSS3
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1186	VTBL	0x004eb888	fileRequester
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1189	DATA	0x004f8674	FileRequesterMapSizeFilter giMapSizeFilter = FILE_REQUESTER_MAP_SIZE_ALL;
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1190	DATA	0x004f88c4	char* cFRDummy = DATA_COMPGEN(0x004f88e4, cFRDummyEmptyString, "");
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1190	DATA_COMPGEN	0x004f88e4	cFRDummyEmptyString
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1191	DATA	0x0052857c	float fGutterMinY;
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1192	DATA	0x00528580	float fGutterTravelLength;
SOURCE/REQUEST	src/SOURCE/REQUEST.cpp:1193	DATA	0x00528584	i32 iMaxListSize;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:14	DATA	0x0052a1d8	static i32 s_directionBlocked;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:15	DATA	0x0052a1dc	static H2_ENUM_STORAGE(MapObjectType, i32) s_triggerType;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:16	DATA	0x0052a1e4	static i32 s_processedPointCount;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:17	DATA	0x0052a1e8	static i32 s_remainingMobility;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:18	DATA	0x0052a1ec	static i32 s_adjacentX;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:19	DATA	0x0052a1f0	
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:21	DATA	0x0052a1f8	static i32 s_targetWater;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:22	DATA	0x0052a1fc	static i32 s_neighborX;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:23	DATA	0x0052a200	static i32 s_mapY;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:24	DATA	0x0052a204	static i32 s_currentCost;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:25	DATA	0x0052a208	static mapCell* s_neighborCell;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:26	DATA	0x0052a20c	static i32 s_adjacentY;
SOURCE/SEARCH	src/SOURCE/SEARCH.cpp:27	DATA	0x0052a210	static mapCell* s_targetCell;
