# Generated by `homm2 audit version-delta`; do not hand-edit.
# /home/sheep/Projects/homm2/homm2-buka/build/orig/HMM2PL.exe vs /home/sheep/Projects/homm2/homm2-decomp/build/orig/HEROES2W.EXE
# CANDIDATES, not findings: VC 4.2 and VC6 disagree about inlining
# and constant chunking, so read both bodies before writing a row
# into docs/version-changes.md.
# added/removed are from Buka's side: 'added' is in 2.1 only.
channels	unit	symbol	lead	transition	buka_size	pol_size	size_delta	calls_added	calls_removed	convention	strings_buka	strings_pol	constants_added	constants_removed
strings,constants	BASE/RESMGR	?GetPalette@resourceManager@@QAEPAVpalette@@PAD@Z	both-exact	od-od	0xbf	0x97	40				¸¸ÏN		0x1x2 0x0 0x18 0xffffffff	0x10
strings,constants	BASE/RESMGR	?GetTileset@resourceManager@@QAEPAVtileset@@PAD@Z	both-exact	od-od	0xbf	0x97	40				¸0ÐN		0x1x2 0x0 0x18 0xffffffff	0x10
strings,constants	BASE/RESMGR	?LoadAggregateHeader@resourceManager@@QAEHPAD@Z	parity-gap	od-od	0x138	0x143	-11				Íå ìîãó îòêðûòü ôàéë: %s	Can't open file: %s I:\Projects\Heroes\Prog\BASE\RESMGR.CPP	0x1 0x4 0xc 0x14	0x2 0x10 0x21e
strings,constants	BASE/SAMPLE	??0MIDIWrap@@QAE@PAD@Z	both-exact	o2-od	0xbd	0x72	75				àåL	I:\Projects\Heroes\Prog\BASE\SAMPLE.CPP	0x0 0x1 0x4 0xc 0xffffffff	0x6e
strings,constants	BASE/SAMPLE	??1MIDIWrap@@UAE@XZ	both-exact	o2-od	0x3d	0x28	21				àåL	I:\Projects\Heroes\Prog\BASE\SAMPLE.CPP	0x4 0x8	0x76
strings,constants	BASE/TEXTWDGT	??0textWidget@@QAE@FFFFPAD0FFFF@Z	parity-gap	o2-od	0xa7	0x64	67				p4L ¸ÀÒN		0x0 0x1 0xffffffff	
strings,constants	BASE/TEXTWDGT	??0textWidget@@QAE@XZ	forward	o2-od	0x58	0x3e	26				p4L		0x1	
strings,constants	BASE/TEXTWDGT	??1textWidget@@UAE@XZ	both-exact	o2-od	0x72	0x30	66				p4L ¸èÒN	I:\Projects\Heroes\Prog\BASE\TEXTWDGT.CPP	0x0 0x1 0x4 0x8 0xffffffff	0x55
strings,constants	BASE/TEXTWDGT	?Read@textWidget@@QAEXXZ	parity-gap	o2-od	0x12f	0xef	64					I:\Projects\Heroes\Prog\BASE\TEXTWDGT.CPP	0x4 0x1c 0xff	0x10x2 0x39
strings,constants	BASE/TILESET	??0tileset@@QAE@K@Z	both-exact	o2-od	0xf1	0x8f	98				¸8ÕN	I:\Projects\Heroes\Prog\BASE\TILESET.CPP	0x0 0x1 0x4 0xc 0xffffffff	0x12
strings,constants	BASE/TILESET	??1tileset@@UAE@XZ	both-exact	o2-od	0x33	0x21	18					I:\Projects\Heroes\Prog\BASE\TILESET.CPP	0x4 0x8	0x1c
strings,constants	BASE/Textntry	??0textEntryWidget@@QAE@XZ	both-exact	o2-od	0x56	0x2d	41				À-M		0x0x5	
strings,constants	BASE/Textntry	??1textEntryWidget@@UAE@XZ	both-exact	o2-od	0x5b	0x21	58				¸xÖN À-M		0x0 0x1 0xffffffff	
strings,constants	BASE/Textntry	?Read@textEntryWidget@@QAEXH@Z	open-both	o2-od	0x335	0x26c	201					I:\Projects\Heroes\Prog\BASE\Textntry.cpp	0x1 0x4 0x18 0xff	0x10x2 0x63
strings,constants	BASE/WINDOW	??0heroWindow@@QAE@HHPAD@Z	parity-gap	od-od	0x6aa	0x521	393				¸øÐN		0xffffffffx12 0x0x4 0x1x3 0x5x2 0x3 0x6 +7	0x10 0x68 0x202 0x4000 0x88004cef
strings,constants	BASE/WINDOW	?SaveBackground@heroWindow@@QAEHXZ	both-exact	od-od	0xa9	0x7f	42				¸xÑN		0x0 0x1 0x10 0xffffffff	0x8
strings,constants	BASE/WINMGR	??0heroWindowManager@@QAE@XZ	both-exact	o2-od	0x97	0x41	86				 pK		0x0x9 0xffffffff	
strings,constants	BASE/WINMGR	?SaveFizzleSource@heroWindowManager@@QAEXHHHH@Z	both-exact	o2-od	0x159	0xc0	153				¸hÏN		0x0x11 0x1 0x1c 0xffffffff	
strings	BASE/droplist	??0dropListWidget@@QAE@XZ	both-exact	o2-od	0x54	0x3b	25					0ÆM		
strings,constants	BASE/droplist	??1dropListWidget@@UAE@XZ	both-exact	o2-od	0xfb	0x7c	127					I:\Projects\Heroes\Prog\BASE\droplist.cppx2 0ÆM	0x0x5 0x1x2 0x4 0x1c 0xffffffff	0x19 0x1b
strings,constants	BASE/droplist	?SaveDropBackground@dropListWidget@@QAEXXZ	both-exact	o2-od	0xa6	0x50	86				¸(ÖN		0x0x2 0x1 0x10 0xffffffff	
strings,constants	BASE/listbox	??0listBoxWidget@@QAE@XZ	both-exact	o2-od	0x5d	0x42	27				ðòL		0xffffx2	0xffffffff
strings,constants	BASE/listbox	??1listBoxWidget@@UAE@XZ	both-exact	o2-od	0x105	0x86	127				¸ØÕN ðòL	I:\Projects\Heroes\Prog\BASE\listbox.cppx2	0x0x5 0x1x2 0x4 0x1c 0xffffffff	0x19 0x1b
strings,constants	SOURCE/ADVMGR	??0advManager@@QAE@XZ	both-exact	od-od	0x2f2	0x30f	-29					_fE	0x1x5	
strings,constants	SOURCE/ADVMGR	?CPanelHandler@@YIHAAUtag_message@@@Z	open-both	od-od	0x279	0x304	-139				Âû äåéñòâèòåëüíî õîòèòå âûéòè? Âû äåéñòâèòåëüíî õîòèòå çàãðóçèòü íîâóþ èãðó? (Ýòà èãðà áóäåò ïîòåðÿíà) Âû äåéñòâèòåëüíî õîòèòå íà÷àòü ñíà÷àëà?  (Ýòà èãðà áóäåò ïîòåðÿíà)	Are you sure you want to load a new game?  (Your current game will be lost) Are you sure you want to quit? Are you sure you want to restart?  (Your current game will be lost)	0x69x4 0x66x2 0x6ax2 0xa 0x200	0x5x2 0x46x2 0x2
strings,constants	SOURCE/ADVMGR	?CastSpell@advManager@@QAEXH@Z	parity-gap	od-od	0x323	0x397	-116				Âàø ãåðîé ñëèøêîì èçìîòàí, ÷òîáû íàïðàâëÿòü çàêëèíàíèÿ ñåãîäíÿ. Ïîïðîáóéòå çàâòðà. Âû äîëæíû âñòàòü ó âõîäà ïåðåä øàõòîé (ëåñîïèëêîé èëè ëàáîðàòîðèåé àëõèìèêà), ÷òîáû íàïðàâèòü ýòî çàêëèíàíèå. Òåïåðü âñå âðàæåñêèå ãåðîè ïîëíîñòüþ îïîçíàíû.	Enemy heroes are now fully identifiable. You must be standing on the entrance to a mine (sawmills and alchemists don't count) to cast this spell. Your hero is too tired to cast this spell today.  Try again tomorrow.	0xffffx3 0x7x2 0xfax2 0x40 0xeafb0040	0x5 0x4c 0x27c4
strings,constants	SOURCE/ADVMGR	?Close@advManager@@UAEXXZ	both-exact	od-od	0x3b8	0x40a	-82					I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPP	0x1x5 0x4 0x14	0x16 0x18
strings,constants	SOURCE/ADVMGR	?DimensionDoor@advManager@@QAEXXZ	parity-gap	od-od	0x202	0x1fb	7				Íå óäàëîñü îòêðûòü Ïðîñòðàíñòâåííûå âðàòà!!!	Dimension Door failed!!!	0xfax2 0x0 0x1 0x28 0xffffffff	0x24 0x27c4
strings,constants	SOURCE/ADVMGR	?DoVisions@advManager@@QAEHPAVhero@@@Z	parity-gap	od-od	0x43d	0x559	-284				Áîþñü, ýòè ñîçäàíèÿ â îòâðàòèòåëüíîì íàñòðîåíèè è áóäóò ñðàæàòüñÿ. Âû äîëæíû áûòü êàê ìèíèìóì â òðåõ øàãàõ îò ìîíñòðà, ÷òîáû èñïîëüçîâàòü çàêëèíàíèå Âèäåíèÿ. Ñóùåñòâà õîòÿò âñòóïèòü â âàøó àðìèþ! +1	I fear these creatures are in the mood for a fight. The creatures are willing to join us! These weak creatures will surely flee before us. +1	0x1x2 0x1ax2 0xffffx2 0x11b	0x0 0x2 0x3 0xd
strings,constants	SOURCE/ADVMGR	?HeroQuickView@advManager@@QAEXHHHH@Z	open-both	od-od	0xdfb	0xd32	201					I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPPx3	0x1x15 0xffffffffx8 0x4x4 0x0x2 0x5 0x7 +5	0x9b 0xe3 0xf0 0x10e 0x27c4
strings,constants	SOURCE/ADVMGR	?Main@advManager@@UAEHAAUtag_message@@@Z	parity-gap	od-od	0xd07	0xfda	-723				Âû äåéñòâèòåëüíî õîòèòå âûéòè? Âû äåéñòâèòåëüíî õîòèòå çàãðóçèòü íîâóþ èãðó? (Ýòà èãðà áóäåò ïîòåðÿíà) Âû äåéñòâèòåëüíî õîòèòå íà÷àòü ñíà÷àëà?  (Ýòà èãðà áóäåò ïîòåðÿíà)	Are you sure you want to load a new game?  (Your current game will be lost) Are you sure you want to quit? Are you sure you want to restart?  (Your current game will be lost) +1	0x1x5 0xfax2 0x200x2 0x0 0x4c 0x4f +1	0x24x9 0x27c4x2 0x2 0x5 0xc 0x10 +21
strings,constants	SOURCE/ADVMGR	?ProcessSearch@advManager@@QAEHHH@Z	parity-gap	od-od	0x518	0x5c8	-176				Ïîçäðàâëÿåì! Ïðîâåäÿ ìíîãèå ÷àñû â ðàñêîïêàõ, âû ðàçûñêàëè àðòåôàêò: x2 Ïîèñêè Ìîãóùåñòâåííîãî àðòåôàêòà áóäóò áåñïîëåçíûìè. Åñëè äàæå âàø ãåðîé è íàéäåò åãî, òî ó íåãî ïîïðîñòó íåò ìåñòà, ÷òîáû óíåñòè åãî. Âåñü èíâåíòàðü ãåðîÿ çàíÿò. Ïîïðîáóéòå èñêàòü íà ÷èñòîé çåìëå. +3	Congratulations! After spending many hours digging here, you have uncovered the x2 Digging for artifacts requires a whole day, try again tomorrow. Searching for the Ultimate Artifact is fruitless.  Your hero could not carry it even if he found it - all his artifact slots are full. +3	0x1x2 0xffx2 0x0 0x38 0xfa	0xffffx2 0x44 0x27c4 0xffffffff
strings,constants	SOURCE/ADVMGR	?RedrawAdvScreen@advManager@@QAEXHH@Z	both-exact	od-od	0x100	0x11f	-31					I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPP	0x8	0x9
strings,constants	SOURCE/ADVMGR	?SaveAdventureBorder@advManager@@QAEXXZ	both-exact	od-od	0x142	0x145	-3					I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPP	0x1x3 0x14	0x10
strings,constants	SOURCE/ADVMGR	?SaveGame@@YIHXZ	parity-gap	od-od	0x24b	0x24c	-1				Èãðà óñïåøíî ñîõðàíåíà.	Game saved successfully.	0x1x3 0x0 0x3c 0xffffffff	0x38
strings,constants	SOURCE/ADVMGR	?SummonBoat@advManager@@QAEXXZ	open-both	od-od	0x54c	0x5ac	-96				Íå óäàëîñü ïðèçâàòü êîðàáëü!!!	Summon Boat failed!!!	0x1x3 0x1fffx2 0xfa	0x7x4 0x3 0x27c4 0x619d
strings,constants	SOURCE/ADVMGR	?TownGate@advManager@@QAEXH@Z	parity-gap	od-od	0x408	0x43e	-54				Áëèæàéøèé ãîðîä îêêóïèðîâàí. Çàêëèíàíèå ïðåðâàíî! Çàêëèíàíèå ïðåðâàíî! Âû äîëæíû áûòü íà ñóøå, ÷òîáû ýòî çàêëèíàíèå ñðàáîòàëî. Íåò äîñòóïíîãî ãîðîäà.  Çàêëèíàíèå ïðåðâàíî!	Nearest town occupied.  Spell Failed!!! No available town.  Spell Failed!!! Spell Failed!!!  You must be on land for this spell to work.	0x64x8 0x1x3 0x0 0x44 0xfa 0xffffffff	0x2x8 0x40 0xbaa 0x27c4
strings,constants	SOURCE/ADVMGR	?TownQuickView@advManager@@QAEXHHHH@Z	open-both	od-od	0xcd1	0xc29	168				Íåèçâåñòíî Íåò	I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPPx3 None Unknown	0x1x14 0xffffffffx6 0x4x4 0x64x2 0x0 0x5 +3	0x2x2 0xex2 0x83 0xd6 0xec 0x108 +2
strings,constants	SOURCE/ADVMGR	?UpdBottomViewHero@advManager@@QAEHXZ	parity-gap	od-od	0x5ef	0x583	108					I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPP	0x1x9 0xffffffffx3 0x5x2 0x0 0x2 0x4 +3	0x44 0x90 0x27c4
strings,constants	SOURCE/ADVMGR	?UpdBottomViewKingdom@advManager@@QAEHXZ	parity-gap	od-od	0x37b	0x363	24					I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPP	0x1x6 0xffffffffx3 0x0 0x4 0x64 0x74	0x32 0x58
strings,constants	SOURCE/ADVMGR	?UpdBottomViewNewTurn@advManager@@QAEHXZ	both-exact	od-od	0x387	0x366	33				Äåíü Ìåñÿö Íåäåëÿ	I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPPx2 Day Month +1	0xffffffffx4 0x1x2 0x4x2 0x0 0x2 0x3 +1	0x24 0x29 0x43
strings,constants	SOURCE/ADVMGR	?UpdBottomViewResMsg@advManager@@QAEHXZ	parity-gap	od-od	0x384	0x35f	37					I:\Projects\Heroes\Prog\SOURCE\ADVMGR.CPPx2	0xffffffffx4 0x1x3 0x4x2 0x0 0x2 0x3 +2	0x26 0x2c 0x50
strings,constants	SOURCE/ADVMGR	?UpdateSystemOptions@@YIXH@Z	parity-gap	od-od	0x320	0x35f	-63				Íå ïîêàçûâàòü	Don't Show	0x0x2	0x1x4 0x3
strings,constants	SOURCE/ARMY	?CheckLuck@army@@QAEXXZ	parity-gap	od-od	0x21d	0x282	-101				Ïëîõàÿ óäà÷à áûëà íèñïîñëàíà íà %s! Óäà÷à íà ñòîðîíå îòðÿäà %s!	Bad luck descends on the %s Good luck shines on the %s	0x1 0x10	0x1c 0xffffffff
strings,constants	SOURCE/CMBTMGR	??0combatManager@@QAE@XZ	parity-gap	od-od	0x1af	0x1ba	-11				þiB		0x0x3 0xffffffffx3 0x1x2 0x1c	0x14
strings,constants	SOURCE/CMBTMGR	?CombatSystemOptions@combatManager@@QAEXXZ	both-exact	od-od	0x10c	0xf2	26				¸ðÀN		0x0 0x1 0x30 0xffffffff	0x2c
strings,constants	SOURCE/CMBTMGR	?KeepAttack@combatManager@@QAEXH@Z	parity-gap	od-od	0x662	0x74f	-237				Áàøíÿ íàíîñèòx2 Ãàðíèçîí íàíîñèòx2 åä. óðîíàx2 +2	Garrison doesx2 Tower doesx2 damagex2 +3	0x1x4 0x482x3 0xcx2 0x0 0x1a	0x3x4 0x2x2 0x354fx2 0xffff 0xffffffff
strings,constants	SOURCE/CMBTMGR	?SetupCombat@combatManager@@QAEXHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHH@Z	parity-gap	od-od	0x55e	0x5f2	-148				Êàïèòàí	Captain	0x1x5 0xa 0x64 0x1000 0x8000	0x0x2 0x8 0x80
strings,constants	SOURCE/COMMAND	?DoCommand@combatManager@@QAEXH@Z	both-exact	od-od	0x32e	0x3b3	-133				Âû äåéñòâèòåëüíî õîòèòå îòñòóïèòü? Ñôåðà àíòèìàãèè â äåéñòâèè. Íå ìîæåò áûòü íàïðàâëåíî íè îäíî áîåâîå çàêëèíàíèå. Ó âàñ íåäîñòàòî÷íî çîëîòà!	Are you sure you want to retreat? The Sphere of Negation artifact is in effect for this battle, disabling all combat spells. You don't have enough gold!	0x62x2 0x482x2 0x5eaax2 0x1 0xe 0x24 +4	0x3x5 0x6x2 0x354fx2 0x2 0xa 0xf +2
strings,constants	SOURCE/COMMAND	?DoLoseWindow@combatManager@@QAEXXZ	parity-gap	od-od	0x383	0x3bc	-57				¸(ÂN		0x0 0x1 0x6c 0xffffffff	0x68
strings,constants	SOURCE/COMMAND	?DoSurrender@combatManager@@QAEHXZ	parity-gap	od-od	0x3bd	0x43d	-128				¸PÂN		0x482x3 0x5eaax3 0x0x2 0x1x2 0x1a 0x11b +1	0x3x9 0x6x4 0x2 0x5
strings,constants	SOURCE/COMMAND	?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z	open-both	od-od	0x7f5	0x8e4	-239				Âû óæå íàïðàâëÿëè çàêëèíàíèÿ â ýòîì ðàóíäå. Ñôåðà àíòèìàãèè â äåéñòâèè. Íå ìîæåò áûòü íàïðàâëåíî íè îäíî áîåâîå çàêëèíàíèå. Ó âàñ íåò ãåðîåâ, ÷òîáû íàïðàâëÿòü çàêëèíàíèÿ.	The Sphere of Negation artifact is in effect for this battle, disabling all combat spells. You have already cast a spell this round. You have no hero to cast a spell.	0x42x7 0x1x6 0x200 0x482 0x5eaa 0x1e0042ca	0x3x2 0x2 0x6 0xd 0x1e 0x27 +17
strings,constants	SOURCE/COMMAND	?ShowDeadArmies@combatManager@@QAEXPAVheroWindow@@@Z	open-both	od-od	0x9d5	0x9cc	9				¸¸ÁN Íàïàäàâøèå: Íåò +2	I:\Projects\Heroes\Prog\SOURCE\COMMAND.CPPx4 Attacker Battlefield Casualties +2	0x7x9 0x1x8 0x50x8 0x482x6 0x5eaax6 0xffffffffx5 +4	0x3x23 0x6x6 0x4x3 0x10x2 0x23 0x38 +6
strings,constants	SOURCE/COMMAND	?ShowEagleEyeSpell@combatManager@@QAEXPAVheroWindow@@@Z	parity-gap	od-od	0x2f2	0x2f6	-4				Ñ ïîìîùüþ èñêóññòâà îðëèíîãî âçîðà, %s ñìîã(ëà) ïîäãëÿäåòü è âûó÷èòü çàêëèíàíèå '%s'.	I:\Projects\Heroes\Prog\SOURCE\COMMAND.CPP Through eagle-eyed observation, %s is able to learn the magic spell '%s'.	0x1x3 0xffffffffx2 0x0 0x2 0x4 0x16 +1	0x22 0x4c 0xffff00ff
strings,constants	SOURCE/COMMAND	?ShowSkeletons@combatManager@@QAEXPAVheroWindow@@@Z	parity-gap	od-od	0x225	0x232	-13				¸PÁN Èñïîëüçîâàíèå ÷åðíîé ìàãèè íåêðîìàíòèè ïîçâîëèëî âàì âåðíóòü íà ñëóæáó %d ïîâåðæåííûõ âðàãîâ â âèäå ñêåëåòîâ. Èñïîëüçîâàíèå ÷åðíîé ìàãèè íåêðîìàíòèè ïîçâîëèëî âàì âåðíóòü íà ñëóæáó ïîâåðæåííîãî âðàãà â âèäå ñêåëåòà.	I:\Projects\Heroes\Prog\SOURCE\COMMAND.CPP Practicing the dark arts of necromancy, you are able to raise %d of the enemy's dead to return under your service as Skeletons. Practicing the dark arts of necromancy, you are able to raise one of the enemy's dead to return under your service as a Skeleton.	0x1x3 0x0 0x4 0x44 0xffffffff	0x13 0x3c
strings,constants	SOURCE/COMMAND	?ShowWinLoseArtifact@combatManager@@QAEXPAVheroWindow@@H@Z	parity-gap	od-od	0x29d	0x29a	3				Âû çàõâàòèëè âðàæåñêèé àðòåôàêò!	I:\Projects\Heroes\Prog\SOURCE\COMMAND.CPP You have captured an enemy artifact!	0x1x4 0xffffffffx2 0x0 0x2 0x4 0x58	0x2b 0x48
strings,constants	SOURCE/COMMAND	?ViewBallista@combatManager@@QAEXH@Z	parity-gap	od-od	0x2ae	0x304	-86				Áàëëèñòàx4 Ëåâàÿ áàøíÿx3 Ïðàâàÿ áàøíÿx3	Ballistax4 Left Turretx3 Right Turretx3	0x100 0x200	0x1 0x2
strings,constants	SOURCE/CURSOR	?ProcessIncomingGroupMapChange@advManager@@QAEXPAD@Z	both-exact	od-od	0xa7	0xce	-39					I:\Projects\Heroes\Prog\SOURCE\CURSOR.CPPx2	0x4x2 0x1 0xb 0x20	0x7 0x18 0x19
strings,constants	SOURCE/Campaign	?CampaignHandler@@YIHAAUtag_message@@@Z	open-both	od-od	0x44a	0x521	-215				Âûáðàííàÿ êàðòà - ïëîõîé âûáîð äëÿ âàøåãî ñëåäóþùåãî ñöåíàðèÿ.	The currently selected map is not a valid choice for your next scenario.	0xcx8 0xax2 0xffx2 0x1 0x18 0x7801	0x2 0x3 0x2a004490
strings,constants	SOURCE/Campaign	?CampaignInfoUpdate@game@@QAEXH@Z	open-both	od-od	0x87f	0xa0f	-400				%s: %d Ãðîìîâàÿ ïàëèöà Äîñïåõè +11	%d %s Breastplate Defender Helm +11	0x1x9 0x30x6 0xcx4 0xb4x3 0x5x2 0xfx2 +5	0x4x6 0x2x4 0x6x2 0xb 0x20 0x46 +2
strings,constants	SOURCE/Castle	?SetupCastle@townManager@@QAEXPAVheroWindow@@H@Z	parity-gap	od-od	0xf10	0x10bb	-427				%d ýòàæ Ãèëüäèè ìàãîâ ¸XÀN	Mage Guild, Level %d	0x1x18 0xffffffffx3 0xcx2 0x80x2 0x40000000x2 0xa +4	0x6x3 0x5x2 0x40x2 0x8000x2 0x2 0x20 +1
strings,constants	SOURCE/DRAWING	?UpdateMouseGrid@combatManager@@QAEXHH@Z	parity-gap	od-od	0x560	0x64c	-236				¸xÂN		0x62x22 0x1x7 0x0 0x2c 0xffffffff	0x24
strings,constants	SOURCE/EVENTS	?BarrierEvent@advManager@@QAEHPAVmapCell@@PAVhero@@@Z	parity-gap	od-od	0x125	0x12f	-10				"Âû ïðîèçíåñëè ñëîâî, íî íè÷åãî íå ïðîèçîøëî. Äîðîãó âàì ïðåãðàæäàåò %s ìàãè÷åñêèé áàðüåð. Ðóíû íà íåì ãëàñÿò: ""Ñêàæè ñëîâî è ñìîæåøü ïðîéòè."" Åäâà âû ïðîèçíåñëè âîëøåáíîå ñëîâî, êàê ñâåðêàþùèé áàðüåð èñ÷åç â ïóñòîòå."	"A magical %s barrier stands tall before you, blocking your way.  Runes on the arch read, ""Speak the key and you may pass."" As you speak the magic word, the glowing barrier dissolves into nothingness. You speak, and nothing happens."	0xffffx2 0x0 0x20	0x24
strings,constants	SOURCE/EVENTS	?DoCombat@advManager@@QAEHHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHH@Z	parity-gap	od-od	0x5e7	0x64e	-103				%s, âàø %s àòàêîâàí! ãåðîé ãîðîä	I:\Projects\Heroes\Prog\SOURCE\EVENTS.CPPx5 %s's %s is under attack! Hero +1	0x4x4 0x1x3 0x0 0x15 0x94	0x71 0x77 0x78 0x7d 0x83 0x89
strings,constants	SOURCE/EVENTS	?DoEvent@advManager@@QAEXPAVmapCell@@HH@Z	open-both	od-od	0x5de6	0x5adb	779				Âû è õîòåëè áû ðàñïëàòèòüñÿ ñ ëåïðåêîíîì, íî ïîíÿëè, ÷òî ñäåëêà âàì íå ïî êàðìàíó. Ëåïðåêîí çàòîïàë íîãàìè è îáèæåííî íàäóëñÿ.x3 Îñêîðáëåííûé âàøèì îòêàçîì îò åãî ùåäðîãî ïðåäëîæåíèÿ, ëåêðåêîì ïðèòîïíóë íîãîé è îòâåðíóëñÿ îò âàñ.x3   Ê ñîæàëåíèþ, ó âàñ íåäîñòàòî÷íî ìóäðîñòè, ÷òîáû ïîíÿòü çàêëèíàíèå, èâû íå ìîæåòå âûó÷èòü åãî. +29	Insulted by your refusal of his generous offer, the leprechaun stamps his foot and ignores you.x3 You try to pay the leprechaun, but realize that you can't afford it.  The leprechaun stamps his foot and ignores you.x3   Unfortunately, you do not have the wisdom to understand the spell, and you are unable to learn it.   +29	0xffffx202 0x1x53 0xffx23 0x11bx22 0x1fffx22 0x7x15 +22	0x2x28 0x3x18 0x4ax7 0x5x2 0x6x2 0x12x2 +25
strings,constants	SOURCE/EVENTS	?DoNetCombat@advManager@@QAEHPAD@Z	parity-gap	od-od	0x191	0x1d0	-63					I:\Projects\Heroes\Prog\SOURCE\EVENTS.CPPx5	0x4x5 0x54	0x40 0x46 0x49 0x4c 0x4f 0x52
strings,constants	SOURCE/EVENTS	?ExpansionRecruitEvent@advManager@@QAEXPAVhero@@HPAF@Z	parity-gap	od-od	0xaa	0x8b	31				¸ðÂN		0x0 0x1 0x38 0xffffffff	0x34
strings,constants	SOURCE/EVENTS	?HeroSwap@advManager@@QAEXPAVhero@@0@Z	both-exact	od-od	0xaf	0x90	31				¸ÈÂN		0x0 0x1 0x18 0xffffffff	0x14
strings,constants	SOURCE/EVENTS	?JailEvent@advManager@@QAEXPAVmapCell@@PAVhero@@HH@Z	parity-gap	od-od	0x21a	0x22a	-16				Ñ îñëåïèòåëüíîé îòâàãîé âû âîðâàëèñü â ìåñòíóþ òåìíèöó è îñâîáîäèëè ãåðîÿ, òîìÿùåãîñÿ çäåñü â ïëåíó. Â áëàãîäàðíîñòü îí ïîêëÿëñÿ ñëóæèòü âàì. Òþðåìùèê ñêàçàë âàì, ÷òî ãåðîé, òîìèâøèéñÿ òóò â ïëåíó áûë îñâîáîæäåí åãî êîðîëåì. Ó âàñ óæå 8 ãåðîåâ. Ê ñîæàëåíèþ, âàì ïðèäåòñÿ îñòàâèòü òîìèòüñÿ ýòîãî ãåðîÿ â òåìíèöå åùå íåîïðåäåëåííîå âðåìÿ.	In a dazzling display of daring, you break into the local jail and free the hero imprisoned there, who, in return, pledges loyalty to your cause. The jailer tells you that the hero who was imprisoned here has been released by the king who imprisoned him. You already have 8 heroes, and regretfully must leave the prisoner in this jail to languish in agony for untold days.	0xfax2 0x0 0x1 0x10 0x1fff 0xffff	0x14 0x27c4 0xffff00ff
strings,constants	SOURCE/EVENTS	?PasswordEvent@advManager@@QAEXPAVmapCell@@PAVhero@@@Z	parity-gap	od-od	0xe0	0xde	2				"Âû çàøëè â øàòåð è óâèäåëè ïîæèëóþ æåíùèíó ñ ìàãè÷åñêèì êàìíåì â ðóêàõ. Ïîñìîòðåâ íà âàñ, îíà ñêàçàëà: ""Ñòðàíñòâóÿ, ÿ ïîçíàëà òàéíóþ ìàãèþ. Âåëèêèé îðàêóë äàðîâàë ìíå çíàíèÿ è ó ìåíÿ åñòü îòâåò íà òâîé âîïðîñ.  Âîëøåáíîå ñëîâî, ñíèìàþùåå %s áàðüåð - '%s'."""	"You enter the tent and see an old woman gazing into a magic gem.  She looks up and says, ""In my travels, I have learned much in the way of arcane magic.  A great oracle taught me his skill.  I have the answer you seek.  The %s keyword is '%s'."""	0xffffx2 0x0 0x10	0x14
strings,constants	SOURCE/EVENTS	?PlayerMonsterInteract@advManager@@QAEXPAVmapCell@@0PAVhero@@PAHHHHHH@Z	parity-gap	od-od	0x731	0x82b	-250				"""Âðàãè ãíîìîâ! Áåãèòå, åñëè æèçíü äîðîãà."" %d èç %d %s âñòóïÿò â ðÿäû âàøåé àðìèè, à îñòàâøèåñÿ îñòàâÿò âàñ â ïîêîå çà %d çîëîòûõ. Âû ñîãëàñíû? %s íàõîäèòñÿ ïîä âïå÷àòëåíèåì âàøåé äèïëîìàòè÷íîñòè, è ïðåäëàãàåò ñâîè óñëóãè âàøåìó âîéñêó çà %d çîëîòûõ. Âû ñîãëàñíû? +10"	"""The Dwarfbane!!!!, run for your lives."" %d of the %d %s will join your army, and the rest will leave you alone, for the sum of %d gold.  Do you accept? All %d of the %s will join your army for the sum of %d gold.  Do you accept? +10"	0x11bx3 0x1ax2 0xffffx2	0x2x2 0x3x2 0x0 0xd
strings,constants	SOURCE/EVENTS	?ReceiveHeroTownData@advManager@@QAEXPADPAH11PAPAVhero@@PAPAVarmyGroup@@PAPAVtown@@23111PAC55@Z	parity-gap	od-od	0x3de	0x462	-132				Èãðà ïðåêðàùåíà. Îøèáêà ïîëó÷åíèÿ èíôîðìàöèè. Ïðîäîëæàòü?	I:\Projects\Heroes\Prog\SOURCE\EVENTS.CPPx5 Error receiving data.  Keep trying? Game canceled.	0x4x5 0x11bx2 0x44	0x2x2 0x3x2 0x26 0x29 0x2e 0x30 +2
strings,constants	SOURCE/EVENTS	?SendHeroTownData@advManager@@QAEXHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHHHHH@Z	parity-gap	od-od	0x306	0x36f	-105					I:\Projects\Heroes\Prog\SOURCE\EVENTS.CPPx2	0x4x2 0x11bx2 0xffffffffx2 0x28	0x0x3 0x3x3 0x2x2 0x1 0x10 0x5c
